Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1960,44,47,73,74,82,88,103,97,88,80,54,44,103,Lincoln
1961,49,53,63,68,84,97,98,103,82,77,52,45,103,Lincoln
1962,44,51,63,78,72,90,98,94,88,76,51,46,98,Lincoln
1963,47,53,62,72,82,93,90,96,95,80,55,40,96,Lincoln
1964,39,42,70,65,80,85,98,90,83,76,55,47,98,Lincoln
1965,M,M,M,M,M,M,94,96,M,77,M,M,M,Lincoln
1966,42,47,68,M,M,85,92,97,91,75,58,49,M,Lincoln
1967,52,55,53,60,M,90,99,101,100,M,M,M,M,Lincoln
1968,M,M,M,M,M,90,101,95,89,77,48,49,M,Lincoln
1969,36,38,64,74,85,93,95,98,90,68,56,44,98,Lincoln
1970,38,50,56,59,84,95,99,100,88,80,58,46,100,Lincoln
1971,51,56,53,67,82,90,99,101,83,M,51,39,M,Lincoln
1972,40,56,67,72,86,87,95,103,87,74,52,49,103,Lincoln
1973,44,53,58,70,90,97,98,98,94,69,51,46,98,Lincoln
1974,47,46,61,67,75,98,96,95,90,77,52,44,98,Lincoln
1975,42,41,51,70,84,88,102,M,92,85,68,50,M,Lincoln
1976,42,46,59,69,79,92,M,90,93,84,57,49,M,Lincoln
1977,41,56,61,90,79,91,96,103,80,73,54,50,103,Lincoln
1978,40,45,64,71,75,91,95,97,84,74,54,43,97,Lincoln
1979,28,47,62,74,81,91,101,94,89,83,50,46,101,Lincoln
1980,42,49,58,80,85,M,99,90,84,85,61,55,M,Lincoln
1981,47,55,63,75,81,83,92,98,95,71,65,44,98,Lincoln
1982,39,54,59,72,80,97,101,96,M,73,53,51,M,Lincoln
1983,48,56,59,70,91,85,90,97,89,66,55,35,M,Lincoln
1984,45,49,58,77,84,85,101,95,87,78,M,M,M,Lincoln
1985,32,41,53,75,M,M,99,89,75,68,54,35,M,Lincoln
1986,42,51,63,M,94,95,93,96,M,73,M,38,M,Lincoln
1987,38,45,62,85,89,93,96,94,96,84,56,51,M,Lincoln
1988,39,58,58,79,88,87,96,97,98,80,M,43,M,Lincoln
1989,47,39,57,72,78,85,95,95,85,M,62,42,M,Lincoln
1990,51,49,65,71,M,87,98,97,90,75,62,45,M,Lincoln
1991,40,54,64,74,71,82,94,94,87,80,54,44,94,Lincoln
1992,49,53,69,75,88,99,98,99,84,86,M,37,M,Lincoln
1993,38,41,55,63,91,88,86,89,87,80,56,49,91,Lincoln
1994,48,48,71,78,84,92,102,98,87,72,M,47,M,Lincoln
1995,53,60,61,68,85,90,94,90,92,70,M,48,M,Lincoln
1996,43,49,57,76,75,M,M,98,93,M,M,39,M,Lincoln
1997,42,43,63,68,83,82,M,M,M,80,54,45,M,Lincoln
1998,M,51,64,78,82,84,102,101,95,80,53,47,M,Lincoln
1999,46,47,70,76,87,91,M,98,86,70,62,51,M,Lincoln
2000,40,45,60,M,76,M,92,97,87,70,49,35,M,Lincoln
2001,38,39,62,76,90,87,95,98,88,76,58,M,M,Lincoln
2002,48,53,58,68,76,94,102,94,90,M,57,51,M,Lincoln
2003,55,51,65,71,89,90,98,96,95,80,55,44,98,Lincoln
2004,42,48,70,76,76,93,97,99,87,75,53,50,99,Lincoln
2005,49,56,65,76,86,93,95,94,82,68,50,48,95,Lincoln
2006,50,48,59,75,91,94,101,96,92,76,61,47,101,Lincoln
2007,43,54,62,71,82,91,98,94,84,76,60,53,98,Lincoln
2008,39,43,49,74,88,95,96,102,90,84,59,40,M,Lincoln
2009,40,41,56,M,86,85,M,98,91,67,56,43,M,Lincoln
2010,48,50,63,74,79,84,93,91,82,81,57,39,M,Lincoln
2011,45,48,57,60,77,82,88,91,92,77,53,46,92,Lincoln
2012,45,48,60,81,85,81,92,94,84,75,60,48,94,Lincoln
2013,38,40,63,72,85,83,95,91,91,69,55,42,95,Lincoln
2014,45,46,57,69,80,84,99,98,86,80,56,55,99,Lincoln
2015,53,56,69,76,80,102,98,99,87,76,58,54,102,Lincoln
2016,43,55,62,79,79,96,96,92,83,73,62,40,96,Lincoln
2017,37,39,58,63,85,91,97,95,94,65,57,39,97,Lincoln
2018,50,55,59,78,82,82,96,101,85,66,59,45,101,Lincoln
2019,42,36,58,65,79,89,92,96,87,65,52,50,96,Lincoln
2020,45,58,58,73,83,86,97,100,93,80,58,47,100,Lincoln
2021,49,47,60,74,81,107,104,102,86,72,56,57,107,Lincoln
2022,38,48,65,65,71,87,101,100,99,M,M,M,M,Lincoln
