Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1951,52,55,65,78,78,91,92,89,87,80,62,51,92,Clallam
1952,52,57,58,68,81,72,95,95,90,87,62,60,95,Clallam
1953,54,55,69,64,80,74,87,83,88,78,61,53,88,Clallam
1954,49,61,59,59,78,78,75,77,78,75,65,55,78,Clallam
1955,56,51,61,68,67,90,77,83,91,73,63,50,91,Clallam
1956,54,51,68,81,88,69,96,87,85,75,63,53,96,Clallam
1957,50,63,60,82,84,74,79,78,86,75,62,59,86,Clallam
1958,M,60,59,74,85,92,94,90,M,80,66,62,M,Clallam
1959,53,57,60,72,M,80,90,80,76,73,65,57,M,Clallam
1960,57,55,73,74,71,72,M,98,88,78,62,55,M,Clallam
1961,61,57,64,60,82,94,100,96,82,74,64,M,M,Clallam
1962,64,64,66,74,65,76,85,79,84,73,73,61,M,Clallam
1963,51,69,62,69,89,84,74,83,87,71,57,59,89,Clallam
1964,54,59,75,61,77,76,83,84,78,80,58,53,84,Clallam
1965,51,61,74,74,66,84,101,95,80,76,61,54,101,Clallam
1966,54,60,71,74,81,84,76,84,83,80,62,58,84,Clallam
1967,53,55,59,61,76,82,90,95,90,70,61,59,M,Clallam
1968,62,72,66,67,75,78,90,83,87,70,59,M,M,Clallam
1969,57,57,74,68,85,93,80,80,86,73,69,65,M,Clallam
1970,54,65,61,62,80,M,94,86,85,81,67,52,M,Clallam
1971,55,59,57,75,85,78,90,M,78,81,57,53,M,Clallam
1972,M,M,68,63,89,80,89,95,92,72,57,M,M,Clallam
1973,53,65,63,68,87,83,91,84,89,68,60,54,91,Clallam
1974,54,52,61,73,70,86,90,91,95,79,60,54,95,Clallam
1975,52,59,57,67,84,83,93,82,90,70,57,53,93,Clallam
1976,58,55,61,77,78,78,83,85,85,81,70,55,85,Clallam
1977,58,65,61,80,75,85,86,99,85,74,60,M,M,Clallam
1978,54,63,71,70,84,92,97,97,78,80,65,52,97,Clallam
1979,49,52,74,80,87,82,99,82,91,84,67,56,M,Clallam
1980,54,59,59,80,74,75,92,89,87,85,65,59,92,Clallam
1981,63,65,70,77,78,75,88,102,96,75,68,56,102,Clallam
1982,51,54,66,77,79,M,80,94,89,72,58,54,M,Clallam
1983,56,59,66,79,M,82,M,M,M,67,59,50,M,Clallam
1984,55,59,69,73,80,77,95,85,77,74,56,49,95,Clallam
1985,56,56,62,74,87,93,95,90,79,68,54,55,95,Clallam
1986,64,67,69,69,92,88,81,92,85,76,59,55,M,Clallam
1987,54,64,74,84,93,87,84,97,96,88,65,54,97,Clallam
1988,55,70,68,75,85,86,96,94,100,84,57,58,100,Clallam
1989,53,53,61,83,77,92,79,83,88,71,56,60,92,Clallam
1990,53,67,68,76,81,88,92,93,89,68,56,51,93,Clallam
1991,55,69,69,77,78,76,94,81,87,80,57,56,94,Clallam
1992,57,75,70,73,86,94,92,93,77,72,58,49,94,Clallam
1993,59,62,63,63,85,77,79,92,84,80,56,54,92,Clallam
1994,55,51,77,68,80,76,90,83,83,69,56,56,M,Clallam
1995,55,62,69,75,78,92,94,80,84,66,62,55,94,Clallam
1996,59,67,67,71,68,78,95,87,78,82,61,51,95,Clallam
1997,55,62,56,64,85,75,82,89,84,70,60,62,89,Clallam
1998,59,55,64,81,82,78,94,89,82,73,56,55,94,Clallam
1999,51,52,67,79,86,82,84,85,87,69,59,52,87,Clallam
2000,49,61,65,75,73,89,83,81,80,72,55,57,89,Clallam
2001,58,60,68,73,85,77,79,91,79,71,58,51,91,Clallam
2002,57,59,60,70,79,90,89,96,80,71,58,54,M,Clallam
2003,56,61,65,68,79,94,90,M,M,M,55,52,M,Clallam
2004,56,59,M,82,M,M,M,M,M,75,58,55,M,Clallam
2005,59,66,70,77,91,86,87,87,75,66,57,57,91,Clallam
2006,59,61,60,73,87,97,95,82,89,71,60,57,97,Clallam
2007,55,57,63,71,82,76,98,84,84,71,59,55,98,Clallam
2008,54,60,57,77,92,94,85,87,84,74,60,53,94,Clallam
2009,49,61,59,72,77,91,95,88,84,67,56,53,M,Clallam
2010,56,59,67,67,67,75,92,94,76,71,64,53,94,Clallam
2011,52,51,61,67,68,82,79,84,87,67,60,52,87,Clallam
2012,58,57,65,70,82,71,75,95,88,73,60,51,95,Clallam
2013,49,56,73,69,85,83,87,84,89,72,58,51,89,Clallam
2014,55,55,67,82,86,78,91,91,89,75,58,58,91,Clallam
2015,60,64,65,75,75,95,92,91,81,76,56,56,95,Clallam
2016,54,71,70,82,84,90,79,93,79,62,64,49,93,Clallam
2017,53,59,55,65,85,92,84,96,92,68,58,52,96,Clallam
2018,55,51,70,80,83,90,93,88,84,76,58,56,93,Clallam
2019,59,51,81,69,85,92,82,90,82,67,61,52,92,Clallam
2020,54,60,64,70,87,77,91,92,93,77,61,58,93,Clallam
2021,54,51,65,83,79,110,88,97,88,64,57,52,110,Clallam
2022,55,60,61,71,73,93,90,95,93,M,M,M,M,Clallam
