Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1959,17.13,8.87,13.92,12.86,M,4.19,1.46,1.64,10.56,8.21,13.12,16.54,M,Clallam
1960,15.45,12.53,11.59,12.82,10.54,2.29,M,4.15,2.39,16.32,14.27,12.05,M,Clallam
1961,30.52,28.84,15.29,8.12,5.65,1.85,1.07,3.89,3.03,10.94,13.64,M,M,Clallam
1962,10.82,4.95,8.95,10.4,6.03,3.24,0.8,3.63,3.91,8.82,24.18,18.97,104.7,Clallam
1963,6.16,12.19,10.72,8.3,4.06,3.22,5.31,0.83,1.69,18.1,23.45,16.97,111,Clallam
1964,22.22,9.34,13.37,6.3,3.42,3.92,4.83,4.47,6.04,6.81,15.48,12.87,109.07,Clallam
1965,19.72,16.17,3.62,6.41,6.25,0.73,0.7,3.92,1.28,11.85,16.19,20.36,107.2,Clallam
1966,18.09,9.58,15.28,3.26,4.16,3.07,1.73,1.94,3.58,10.8,17.44,31.61,120.54,Clallam
1967,26.18,17.63,14.45,6.94,2.17,0.17,0.63,0.2,7.25,26.36,10.36,23.12,135.46,Clallam
1968,28.55,15.08,16.09,8.05,4.63,5.05,1.67,3.88,8.63,17.79,14.94,20.83,145.19,Clallam
1969,15.49,11.93,10.92,13.23,4.96,1.82,1.36,2.94,12.24,7.23,8.13,15.59,105.84,Clallam
1970,15.33,6.71,7.95,15.34,1.84,1.21,2.03,0.83,7.78,10.31,14.2,21.91,105.44,Clallam
1971,20.4,12.79,19.52,6.58,4.71,5.18,1.03,4.21,5.72,12.83,15.52,16.09,124.58,Clallam
1972,14.39,19.43,16.18,14.52,0.9,1.56,7.99,0.42,7.18,2.08,12.06,31.56,128.27,Clallam
1973,21.52,7.28,9.41,3.11,8.1,5.77,0.72,0.78,3.75,11.18,21.17,24.7,117.49,Clallam
1974,25.4,19.24,24.58,9.62,11.86,3.34,6.35,0.43,2.74,3.13,18.76,20.29,145.74,Clallam
1975,15.71,13.06,12.76,5.46,6.04,2.16,0.36,9.57,0.24,29.79,28.02,24.99,148.16,Clallam
1976,17.6,21.86,16.03,4.97,5.72,3.15,2.9,4.03,2.48,6.71,5.02,10.9,101.37,Clallam
1977,8.82,13.26,13.55,4.7,8.6,2,2.86,3.99,7.68,10.15,21.58,M,M,Clallam
1978,10.97,8.95,8.98,7.38,6.52,2.96,0.61,6.22,11.7,3.71,7.49,9.18,84.67,Clallam
1979,5.06,25.16,8.19,6.62,5.63,2.14,4.36,0.64,6.97,11.41,7.88,40.12,124.18,Clallam
1980,9.65,20.62,13.6,11.14,3.69,2.42,3.01,2.07,8.2,4.73,27.68,23.19,130,Clallam
1981,5.15,15.72,10.79,12.91,5.54,9.17,1.75,1.38,8.25,17.05,17.29,20.01,125.01,Clallam
1982,21.37,22.49,11.69,13.32,2.43,2.24,2.21,1.84,4.16,17.73,14.29,18.13,131.9,Clallam
1983,19.96,25.94,19.07,4.68,3.66,6.31,10.58,1.72,4.97,5.89,32.52,11,146.3,Clallam
1984,20.56,15.44,13.6,10.47,12.39,3.48,0.41,1.32,3.92,17.23,20.58,15.09,134.49,Clallam
1985,1.43,8.15,9.95,8.56,3.96,2.55,0.38,1.72,3.48,17.28,8.95,4.66,71.07,Clallam
1986,22.77,16.97,14.32,7.49,10.14,2.94,3.14,0.14,4.2,7.33,17.87,15.4,122.71,Clallam
1987,16.73,10.92,16.5,7.74,8.54,1.74,2.07,0.2,1.23,1.66,13,17.18,97.51,Clallam
1988,11.03,7.74,15.31,11.69,10.62,2.71,2.13,1.19,5.74,10.2,18.57,13.78,110.71,Clallam
1989,16.26,7.82,14.93,7.5,3.77,3.05,3.33,4.05,0.14,11.72,16.73,9.63,98.93,Clallam
1990,20.27,18.55,9.83,5.38,5.09,6.45,1.02,2.83,0.37,14.55,26.42,17.76,128.52,Clallam
1991,15.06,20.79,6.99,10.33,4.23,2.2,1.34,14.43,0.07,2.79,21.37,13.96,113.56,Clallam
1992,29.52,M,2.29,15.89,1.74,3.07,0.95,2,5.26,11.06,12.71,11.97,M,Clallam
1993,11.11,0.82,13.96,17.11,9.08,4.68,1.78,1.7,0.3,6.83,7.81,17.48,92.66,Clallam
1994,13.75,21.6,14.64,7.42,5.49,5.54,3.1,1.21,4.38,11.96,17.85,25.93,132.87,Clallam
1995,19.05,14.74,14.33,8.84,2.54,4.64,2.26,5.47,2.82,14.83,29.56,20.51,139.59,Clallam
1996,18.34,15.14,6.09,17.6,5.67,2.17,1.49,1.69,3.95,17.23,15.45,23.52,128.34,Clallam
1997,25.14,9.15,29.42,12.73,7.81,9.51,5.26,3.71,13.06,18.28,13.17,14.98,162.22,Clallam
1998,24.2,15.41,9.67,3.92,4.47,2.16,3.77,0.84,0.6,8.53,32.1,28.85,134.52,Clallam
1999,22.12,35.3,19.22,3.82,6.9,4.21,2.79,2.19,1.35,14.31,23.91,24.76,160.88,Clallam
2000,15.88,8.57,10.28,7.42,8.54,5.2,3.71,0.91,5.91,9.82,6.27,10.09,92.6,Clallam
2001,13.62,3.76,9.61,9.41,6.43,3.62,1.19,7.57,4.73,11.94,18.39,23.25,113.52,Clallam
2002,22.02,16.41,11.72,9.2,5.07,4.67,0.53,0.71,2.3,1.42,17.5,20.27,111.82,Clallam
2003,20.18,5.31,24.49,11.19,3.03,1.43,2,0.49,2.41,25.53,18.95,15.24,M,Clallam
2004,16.81,8.65,11.22,2.47,4.44,3.02,1.52,5.33,6.37,11.11,13.75,15.71,100.4,Clallam
2005,17.55,4.08,14.3,11.54,7.51,3.16,4.43,0.88,4.11,14.28,12.24,16.41,110.49,Clallam
2006,32.05,7.47,15.74,6.38,3.46,3.12,1.09,0.34,2.97,2.98,36.1,13.24,124.94,Clallam
2007,19.25,13.83,22.36,9.04,3.42,5.52,6.33,1.4,6.13,14.15,11.3,19.13,131.86,Clallam
2008,16.04,8.24,10.19,6.32,2.61,3.5,1.8,6.2,2.32,8.59,19.26,12.92,97.99,Clallam
2009,13.8,3.76,11.11,4.77,5.6,1.39,0.88,1.72,5.4,12.99,31.38,8.25,M,Clallam
2010,27.04,9.29,12.59,11.11,9.31,3.69,0.45,2.34,9.69,14.54,14.74,23.88,138.67,Clallam
2011,19.31,12.91,21.05,11.65,6.73,2.57,3.21,2.27,6.57,8.86,16.8,8.67,120.6,Clallam
2012,17.63,11.89,23.23,9.9,5.07,7.12,1.66,0.49,0.62,16.22,16.51,22.55,132.89,Clallam
2013,10.66,11.01,16.3,10.79,7.16,3.4,0.08,3.99,11.19,3.46,8.54,5.7,92.28,Clallam
2014,12.42,12.85,18.28,11.39,5.25,2.02,0.77,0.74,3.94,20.08,16.04,17.86,121.64,Clallam
2015,15.04,10.07,15.39,7.26,1.26,0.46,1.74,3.77,5.47,10.36,15.96,24.89,111.67,Clallam
2016,20.5,17.11,21.88,3.28,2.67,4.07,2.37,2.25,4.39,23.62,27.32,13.74,143.2,Clallam
2017,8.68,15.2,23.88,15.88,5.09,4.78,0.44,0.54,3.33,8.55,25.74,10.58,122.69,Clallam
2018,25.77,8.09,8.1,13.32,1.29,3.85,0.85,0.97,8.11,7.2,18.01,23.82,119.38,Clallam
2019,15.96,6.86,2.6,8.79,0.96,1.22,2.66,2.84,8.56,12.16,6.36,13.49,82.46,Clallam
2020,34.56,12.67,8.22,3.87,6.26,4.51,1.38,4.06,6.52,7.5,18.87,21.36,129.78,Clallam
2021,20.79,13.1,12.79,2.55,3.72,3.21,0.39,0.85,11.3,20.44,35.44,17.24,141.82,Clallam
2022,17.25,8.79,9.99,14.04,9.42,5.19,1.04,0.53,1.01,M,M,M,M,Clallam
