"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1978","5.76","4.23","3.46","3.66","3.01","2.01","1.43","2.32","6.73","0.44","M","2.48","M"
"1979","2.14","8.57","2.90","2.28","2.16","1.03","0.93","1.65","3.53","5.94","1.87","10.08","43.08"
"1980","5.49","5.08","4.70","3.07","1.43","2.64","0.70","0.41","2.01","1.39","8.65","9.33","44.90"
"1981","2.61","7.56","4.37","4.52","2.33","3.20","0.39","0.33","3.15","6.87","6.75","10.19","52.27"
"1982","7.50","7.39","4.99","5.13","0.55","1.30","0.48","1.54","2.23","6.35","6.24","M","M"
"1983","7.18","6.85","M","2.31","1.17","2.94","2.23","1.56","2.17","1.83","12.21","5.73","M"
"1984","6.17","5.55","6.55","4.07","5.10","4.52","T","0.51","1.72","5.54","11.95","3.99","55.67"
"1985","0.34","3.50","3.05","2.36","1.77","2.17","0.14","1.16","2.81","8.03","4.53","2.08","31.94"
"1986","9.82","5.91","2.76","2.68","3.76","1.86","0.85","0.05","3.44","4.36","11.63","4.66","51.78"
"1987","5.95","5.16","6.48","2.70","1.77","0.24","0.77","0.50","0.35","0.50","3.68","8.21","36.31"
"1988","5.42","2.40","5.43","4.13","3.51","2.17","0.73","0.53","1.90","1.07","10.69","4.67","42.65"
"1989","4.56","3.37","7.80","2.00","1.87","1.26","0.77","0.58","0.42","2.96","7.13","5.39","38.11"
"1990","14.63","8.33","3.46","3.91","2.43","2.89","0.35","1.95","T","7.14","10.62","5.54","61.25"
"1991","5.02","5.88","4.33","6.81","3.08","1.68","0.19","1.48","0.01","2.23","7.07","4.52","42.30"
"1992","8.08","3.78","1.57","4.81","0.34","0.93","0.35","1.07","2.19","2.92","6.61","6.52","39.17"
"1993","3.56","0.17","3.38","6.07","5.07","2.96","1.37","0.22","0.02","1.91","2.24","6.95","33.92"
"1994","4.14","6.57","4.25","1.52","1.61","2.10","0.16","1.01","0.85","7.22","7.47","9.49","46.39"
"1995","5.02","4.67","6.04","4.97","1.52","1.45","1.96","1.28","2.62","M","12.84","9.47","M"
"1996","6.35","10.17","3.25","7.69","3.81","0.86","0.71","0.41","2.72","5.80","8.54","14.32","64.63"
"1997","M","4.21","8.94","4.07","3.43","3.10","1.47","1.73","4.05","8.39","5.49","4.57","M"
"1998","10.11","5.13","5.16","1.71","3.33","1.45","0.15","0.02","0.45","4.68","12.20","12.41","56.80"
"1999","10.68","12.56","5.69","1.67","2.57","1.99","0.49","1.75","0.12","3.45","8.82","7.52","57.31"
"2000","6.00","4.36","4.28","2.61","3.20","1.95","0.49","0.71","1.61","3.20","2.88","2.99","34.28"
"2001","2.24","2.45","3.23","3.47","1.52","2.68","0.52","1.71","0.85","3.45","11.10","9.67","42.89"
"2002","9.42","3.84","5.42","2.29","2.25","1.33","0.24","0.03","0.75","1.41","3.83","8.78","39.59"
"2003","7.42","2.29","8.93","4.95","1.82","0.20","0.08","0.67","1.44","6.22","7.26","6.07","47.35"
"2004","8.57","M","2.91","2.15","2.42","0.81","0.48","3.66","3.01","4.59","3.30","4.07","M"
"2005","5.29","M","5.30","4.26","3.33","3.75","0.55","0.09","0.31","5.00","6.36","10.50","M"
"2006","13.92","3.11","3.26","1.98","2.75","1.41","0.27","0.05","1.68","2.14","17.73","8.24","56.54"
"2007","6.75","5.36","4.87","2.36","1.61","1.23","0.89","0.53","0.45","4.96","M","11.52","M"
"2008","5.72","3.77","5.80","2.13","1.12","1.73","0.31","1.60","0.04","2.73","5.83","5.70","36.48"
"2009","7.34","1.26","4.18","3.27","M","0.25","0.17","0.72","2.03","4.78","12.13","3.25","M"
"2010","6.76","3.86","4.95","4.52","5.66","3.45","0.71","0.56","4.70","5.28","4.36","5.05","49.86"
"2011","3.97","2.50","4.98","3.51","3.00","0.50","0.91","0.00","1.20","2.57","6.17","2.43","31.74"
"2012","5.39","4.51","7.38","2.74","M","1.73","0.22","0.01","0.00","4.99","6.94","6.86","M"
"2013","2.25","2.11","2.60","2.90","2.68","1.73","0.00","0.90","7.26","1.43","2.54","1.53","27.93"
"2014","2.52","4.06","4.89","2.47","2.84","0.78","0.41","0.57","1.43","4.08","3.66","3.91","31.62"
"2015","4.73","3.41","2.99","1.42","0.73","0.32","0.11","1.46","0.75","4.38","7.84","9.19","37.33"
"2016","5.37","3.74","4.65","1.26","0.36","1.16","0.52","0.18","1.23","5.97","4.96","3.42","32.82"
"2017","1.67","5.52","5.09","3.13","2.45","1.01","0.11","0.05","1.05","2.56","6.19","2.79","31.62"
"2018","3.41","1.51","1.33","2.95","0.11","0.68","0.00","0.42","0.81","3.55","2.71","3.78","21.26"
"2019","1.97","2.73","0.69","2.60","0.71","0.29","0.82","0.27","2.08","2.11","0.89","4.89","20.05"
"2020","6.62","1.79","2.15","0.78","2.26","2.18","0.37","0.39","2.04","2.34","4.40","3.25","28.57"
"2021","4.21","3.52","1.23","0.90","0.68","2.06","0.00","0.07","1.79","3.19","9.49","M","M"
"2022","M","M","M","M","M","M","M","M","M","M","M","M","M"
