Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1941,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1942,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1943,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1944,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1945,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1946,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1947,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1948,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1949,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1950,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1951,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
1952,M,M,M,M,34,40,44,44,41,38,24,27,M,Kitsap
1953,28,23,28,32,39,43,48,49,42,39,32,30,23,Kitsap
1954,18,29,26,32,30,40,43,46,37,32,29,25,18,Kitsap
1955,26,25,21,29,37,41,41,40,39,35,10,25,M,Kitsap
1956,20,16,24,28,38,45,47,47,40,31,29,22,16,Kitsap
1957,15,20,31,36,44,46,47,46,39,34,29,29,15,Kitsap
1958,27,29,30,34,39,48,50,50,40,38,27,32,M,Kitsap
1959,16,29,30,31,36,43,48,46,42,35,26,30,16,Kitsap
1960,26,25,26,31,37,43,47,46,41,37,28,25,25,Kitsap
1961,26,33,30,31,35,42,48,50,39,36,27,25,25,Kitsap
1962,17,20,25,37,35,40,44,46,45,40,32,26,17,Kitsap
1963,14,30,28,30,34,44,47,49,46,36,31,28,14,Kitsap
1964,29,27,29,32,27,43,49,44,42,38,31,8,8,Kitsap
1965,29,28,25,33,32,43,48,45,39,39,33,28,25,Kitsap
1966,27,25,29,34,38,43,47,45,45,33,32,29,25,Kitsap
1967,28,29,28,30,38,48,49,48,44,38,29,25,25,Kitsap
1968,22,27,29,30,36,44,M,M,39,M,31,10,M,Kitsap
1969,12,27,28,34,36,42,47,44,42,32,29,30,12,Kitsap
1970,24,31,29,31,32,M,46,M,36,30,24,23,M,Kitsap
1971,24,24,24,32,37,42,44,50,42,27,34,22,22,Kitsap
1972,13,19,29,32,36,44,47,49,33,29,32,12,12,Kitsap
1973,19,27,32,35,M,42,47,45,45,40,30,32,M,Kitsap
1974,20,29,27,32,37,41,42,50,44,38,35,27,M,Kitsap
1975,26,26,30,30,34,44,49,47,46,37,26,29,26,Kitsap
1976,29,24,26,32,38,38,48,47,47,37,28,32,24,Kitsap
1977,26,30,30,34,39,43,47,48,43,36,24,27,24,Kitsap
1978,24,30,30,34,35,45,49,51,40,36,26,15,15,Kitsap
1979,14,22,32,31,38,41,45,50,47,39,30,28,14,Kitsap
1980,14,27,29,33,38,42,M,46,47,36,32,23,M,Kitsap
1981,31,26,32,32,40,43,45,49,45,36,30,29,26,Kitsap
1982,16,23,31,30,35,46,49,48,41,35,M,28,M,Kitsap
1983,26,28,34,32,38,48,48,48,38,36,28,8,M,Kitsap
1984,20,29,30,32,37,41,M,47,40,32,30,21,M,Kitsap
1985,23,18,27,30,32,43,M,46,40,33,13,12,M,Kitsap
1986,30,25,33,33,38,47,47,50,44,39,29,28,M,Kitsap
1987,23,30,28,33,40,44,48,46,43,37,32,26,M,Kitsap
1988,25,23,29,33,36,44,46,47,41,35,30,25,M,Kitsap
1989,27,12,19,36,37,44,47,49,42,35,M,M,M,Kitsap
1990,25,19,29,35,36,46,49,50,44,36,29,7,M,Kitsap
1991,M,31,M,M,38,39,48,49,45,29,M,M,M,Kitsap
1992,M,29,34,32,38,46,50,M,40,36,28,25,M,Kitsap
1993,18,20,M,35,43,46,49,47,41,40,19,28,M,Kitsap
1994,29,21,30,38,39,43,44,50,47,M,27,M,M,Kitsap
1995,M,19,27,32,M,44,50,47,46,33,30,24,M,Kitsap
1996,20,17,27,36,35,40,46,50,40,33,25,19,17,Kitsap
1997,M,25,M,31,35,45,50,M,46,35,34,21,M,Kitsap
1998,25,30,30,33,36,38,52,50,44,35,34,17,M,Kitsap
1999,27,30,28,M,34,41,47,47,40,36,33,29,M,Kitsap
2000,18,24,M,33,M,45,47,46,39,39,20,24,M,Kitsap
2001,19,18,28,23,37,43,48,49,41,35,32,26,18,Kitsap
2002,28,26,M,32,31,41,M,48,40,28,M,29,M,Kitsap
2003,29,26,32,33,36,37,46,47,30,36,M,M,M,Kitsap
2004,20,29,30,M,M,45,41,M,43,35,M,30,M,Kitsap
2005,25,26,34,34,44,46,48,49,40,36,27,23,M,Kitsap
2006,34,20,29,35,35,47,51,49,44,27,17,26,17,Kitsap
2007,19,27,28,32,40,45,48,50,43,34,30,27,M,Kitsap
2008,23,29,30,31,32,43,48,47,42,33,31,M,M,Kitsap
2009,23,29,25,29,38,46,47,46,35,34,29,16,M,Kitsap
2010,31,29,27,33,34,45,47,45,45,38,15,21,M,Kitsap
2011,21,19,31,31,36,44,47,49,45,36,27,27,M,Kitsap
2012,26,28,27,32,36,41,45,49,45,35,31,29,M,Kitsap
2013,24,28,30,M,35,43,48,42,39,34,29,17,M,Kitsap
2014,28,18,30,37,39,46,51,52,47,36,24,24,M,Kitsap
2015,26,32,29,33,29,47,50,47,41,43,26,27,M,Kitsap
2016,23,32,26,39,40,45,47,51,44,37,33,20,M,Kitsap
2017,21,27,30,32,32,45,48,51,46,36,29,26,M,Kitsap
2018,30,22,30,30,42,45,47,50,43,40,29,25,22,Kitsap
2019,29,17,25,M,39,45,49,52,41,30,M,26,M,Kitsap
2020,28,29,30,31,38,46,50,49,50,33,M,21,M,Kitsap
2021,M,25,30,M,M,M,M,M,M,M,33,M,M,Kitsap
2022,17,M,M,31,35,M,49,51,48,M,M,M,M,Kitsap
