Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1954,16,25,23,26,25,36,38,40,33,29,27,24,16,Clallam
1955,25,24,12,25,31,34,41,38,34,32,10,22,10,Clallam
1956,15,15,19,29,33,38,39,41,36,28,25,21,15,Clallam
1957,10,19,28,29,36,39,37,40,35,31,26,27,10,Clallam
1958,M,28,25,30,30,44,42,43,M,31,22,29,M,Clallam
1959,7,25,29,31,M,36,40,38,37,30,25,24,M,Clallam
1960,24,21,18,30,31,38,M,42,36,31,29,26,M,Clallam
1961,25,27,24,27,31,40,43,43,31,29,24,M,M,Clallam
1962,15,15,23,30,M,38,37,42,36,35,27,23,M,Clallam
1963,18,27,27,27,30,39,42,45,40,32,25,24,18,Clallam
1964,28,25,27,27,29,40,40,39,39,28,24,10,10,Clallam
1965,25,27,22,28,29,37,35,40,35,35,26,24,22,Clallam
1966,23,26,25,22,31,37,40,40,38,29,26,28,M,Clallam
1967,27,27,24,28,32,38,40,42,38,33,29,22,22,Clallam
1968,15,24,28,27,35,37,41,41,34,29,27,M,M,Clallam
1969,9,12,25,31,32,44,40,37,35,29,29,28,M,Clallam
1970,22,30,24,28,30,M,39,41,30,27,26,23,M,Clallam
1971,21,24,12,29,31,36,37,M,33,24,25,18,M,Clallam
1972,M,M,27,28,32,36,42,40,27,26,28,M,M,Clallam
1973,13,26,29,29,33,36,41,36,38,33,25,30,13,Clallam
1974,15,27,27,30,32,39,40,42,36,32,30,27,15,Clallam
1975,22,27,26,27,32,37,42,42,39,31,23,24,22,Clallam
1976,26,23,23,29,32,34,41,40,39,32,24,27,23,Clallam
1977,21,27,25,31,31,37,40,42,32,30,20,M,M,Clallam
1978,22,26,24,30,30,42,43,42,36,31,23,16,16,Clallam
1979,15,23,23,30,36,35,42,44,42,31,25,30,M,Clallam
1980,9,27,28,29,33,42,42,43,42,32,30,19,9,Clallam
1981,29,25,29,29,32,41,42,36,36,32,28,25,25,Clallam
1982,11,23,26,28,34,37,43,44,36,30,25,23,11,Clallam
1983,27,27,30,29,36,42,43,40,32,32,28,9,9,Clallam
1984,20,30,29,30,35,40,42,40,36,25,30,21,20,Clallam
1985,22,20,25,28,32,39,40,41,37,28,8,23,8,Clallam
1986,30,17,32,29,33,40,41,41,37,35,29,27,17,Clallam
1987,25,27,29,30,35,37,44,40,37,34,27,23,M,Clallam
1988,23,24,28,30,33,36,41,42,36,30,30,26,23,Clallam
1989,24,12,17,33,35,40,43,45,38,31,31,28,12,Clallam
1990,27,18,28,32,34,42,43,44,37,35,30,9,9,Clallam
1991,24,30,26,29,30,37,40,42,33,27,27,26,24,Clallam
1992,24,28,28,29,35,44,44,43,34,27,29,24,24,Clallam
1993,17,20,28,31,38,44,44,42,35,39,17,26,17,Clallam
1994,27,22,26,35,34,39,41,44,42,33,25,21,21,Clallam
1995,24,21,25,30,36,39,44,43,43,27,27,24,21,Clallam
1996,18,18,26,31,31,37,42,44,35,28,22,24,18,Clallam
1997,23,27,28,26,36,42,46,46,44,33,32,29,23,Clallam
1998,23,26,26,29,37,42,45,45,41,34,30,16,16,Clallam
1999,27,25,26,28,31,35,42,44,38,32,30,30,25,Clallam
2000,27,26,29,30,32,40,44,42,36,36,25,24,M,Clallam
2001,25,24,27,28,32,36,43,46,39,32,30,28,24,Clallam
2002,23,26,26,29,31,38,40,44,40,25,25,28,23,Clallam
2003,30,24,30,29,31,41,44,42,40,30,23,28,23,Clallam
2004,19,28,30,30,38,40,47,46,40,34,28,29,19,Clallam
2005,20,25,32,32,38,42,44,43,35,33,26,22,20,Clallam
2006,33,20,24,30,30,41,42,41,37,22,20,25,20,Clallam
2007,17,26,26,26,32,40,44,45,37,29,25,24,17,Clallam
2008,22,28,29,25,32,37,40,42,36,29,28,15,15,Clallam
2009,23,23,23,28,34,39,42,43,39,30,28,15,M,Clallam
2010,30,28,27,29,30,40,42,39,41,31,16,19,16,Clallam
2011,19,18,25,28,30,39,39,40,40,32,23,22,18,Clallam
2012,21,24,24,28,31,39,41,43,36,32,26,30,21,Clallam
2013,22,27,24,30,29,41,43,43,37,31,21,12,12,Clallam
2014,23,16,28,32,37,39,44,42,40,39,18,19,16,Clallam
2015,23,28,26,31,34,40,45,43,35,36,22,25,22,Clallam
2016,19,30,28,33,36,38,46,44,36,32,32,22,19,Clallam
2017,18,25,29,30,36,39,42,44,39,33,26,24,18,Clallam
2018,28,21,27,31,36,38,44,42,35,33,28,21,21,Clallam
2019,27,18,21,29,34,38,42,43,33,27,21,24,18,Clallam
2020,24,26,25,28,33,37,42,43,45,30,25,26,24,Clallam
2021,25,24,26,27,33,38,43,42,38,32,29,14,14,Clallam
2022,20,18,23,26,34,41,47,42,41,M,M,M,M,Clallam
