Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
2006,34,M,25,34,37,46,48,36,33,27,13,28,M,Skagit
2007,18,25,25,33,34,39,47,40,38,M,26,26,M,Skagit
2008,23,28,28,29,34,43,46,46,43,31,34,9,M,Skagit
2009,24,26,20,32,M,43,44,45,40,34,34,15,M,Skagit
2010,35,32,28,31,34,44,49,45,44,33,16,24,M,Skagit
2011,20,16,22,32,32,46,44,47,45,M,22,M,M,Skagit
2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Skagit
2013,M,M,M,M,M,M,M,M,M,32,M,M,M,Skagit
2014,27,20,M,30,41,42,M,M,M,M,M,M,M,Skagit
2015,M,M,M,M,M,M,M,M,M,M,M,M,M,Skagit
2016,M,M,M,M,M,M,50,49,39,38,39,19,M,Skagit
2017,20,26,32,37,39,43,47,46,40,34,29,26,20,Skagit
2018,25,20,31,34,41,44,47,49,40,35,30,23,20,Skagit
2019,17,13,M,34,38,43,48,50,43,28,25,28,M,Skagit
2020,18,21,M,29,41,45,47,45,46,30,29,28,M,Skagit
2021,22,25,27,33,39,46,50,M,42,35,32,7,M,Skagit
2022,18,23,29,33,38,45,49,51,43,M,M,M,M,Skagit
