PRISM Time Series Data
Location:  Lat: 46.2298   Lon: -118.4785   Elev: 1194ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-19
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1897-12,2.24,28.6,34.5,40.4,27.7,0.59,2.98
1898-01,1.47,25.2,31.3,37.4,24.4,0.57,2.81
1898-02,1.35,36.7,44.3,51.9,33.0,1.24,7.02
1898-03,1.08,32.1,41.4,50.7,26.9,1.39,7.45
1898-04,0.70,41.9,54.4,66.9,32.5,2.70,16.52
1898-05,1.78,44.6,58.9,73.1,37.8,2.43,20.24
1898-06,0.82,52.4,66.2,80.1,42.7,4.06,26.18
1898-07,0.20,56.7,73.2,89.8,43.5,7.33,38.80
1898-08,0.40,60.4,76.7,93.0,43.5,7.99,43.60
1898-09,0.58,48.2,63.7,79.2,40.0,3.41,26.03
1898-10,0.79,39.0,51.2,63.5,35.3,1.31,13.11
1898-11,2.16,32.4,39.4,46.4,31.7,0.66,4.45
1898-12,0.87,20.5,27.3,34.0,23.0,0.29,2.01
1899-01,2.19,27.6,34.6,41.6,27.1,0.63,3.58
1899-02,2.51,22.4,30.1,37.9,23.8,0.40,3.02
1899-03,1.34,33.6,42.4,51.3,29.3,1.29,7.24
1899-04,1.39,38.6,49.8,61.1,32.5,1.84,12.27
1899-05,1.26,42.8,54.6,66.4,36.2,2.22,15.09
1899-06,0.42,47.9,62.5,77.2,40.0,3.26,23.80
1899-07,0.05,55.6,73.2,90.8,41.5,6.10,40.76
1899-08,1.73,52.6,65.5,78.3,45.7,3.23,22.98
1899-09,0.83,49.9,65.4,80.9,42.1,3.23,27.44
1899-10,2.07,39.2,49.6,60.0,38.6,0.78,9.81
1899-11,2.66,39.1,48.8,58.5,37.9,0.89,8.99
1899-12,1.87,30.2,37.3,44.5,29.4,0.62,4.14
1900-01,1.25,31.6,40.2,48.8,30.4,0.77,5.81
1900-02,1.34,27.1,35.3,43.6,27.6,0.58,4.21
1900-03,1.56,38.7,49.9,61.1,34.9,1.34,11.58
1900-04,1.43,39.9,53.0,66.2,34.9,1.72,15.27
1900-05,1.79,45.7,60.1,74.5,39.5,2.44,21.25
1900-06,0.36,53.8,68.8,83.9,43.3,4.56,30.61
1900-07,0.26,54.2,72.1,90.0,41.6,5.36,39.63
1900-08,0.75,54.6,68.2,81.9,44.0,4.68,27.95
1900-09,0.99,49.2,61.8,74.5,41.5,3.10,20.57
1900-10,2.82,40.3,51.8,63.3,39.5,0.78,11.81
1900-11,1.63,30.4,40.0,49.5,30.9,0.51,6.01
1900-12,1.93,33.4,40.3,47.3,33.2,0.62,4.45
1901-01,2.05,24.9,32.7,40.4,26.6,0.43,3.24
1901-02,2.19,27.3,35.6,43.8,28.2,0.46,4.15
1901-03,1.20,35.9,45.9,55.9,32.0,1.27,9.15
1901-04,0.94,36.3,49.1,62.0,31.4,1.57,13.15
1901-05,1.34,47.7,60.6,73.5,38.8,3.15,20.43
1901-06,0.89,46.3,60.7,75.0,40.1,2.53,21.67
1901-07,0.29,52.7,71.1,89.5,41.2,4.69,38.83
1901-08,0.17,58.4,76.2,94.0,42.6,7.25,45.63
1901-09,1.79,46.8,58.8,70.8,42.1,2.09,17.03
1901-10,0.38,43.0,57.9,72.7,38.8,1.64,19.83
1901-11,1.62,35.6,46.0,56.4,34.3,0.75,8.75
1901-12,1.45,29.2,36.3,43.5,29.7,0.50,3.69
1902-01,1.25,23.9,30.7,37.6,24.4,0.48,2.82
1902-02,2.93,30.6,39.9,49.2,31.5,0.48,5.72
1902-03,0.82,33.7,43.8,53.9,30.6,1.14,8.31
1902-04,1.56,37.6,49.9,62.3,33.7,1.44,12.60
1902-05,2.11,45.1,57.3,69.5,40.4,2.02,16.43
1902-06,0.22,49.5,63.8,78.1,39.2,3.84,25.25
1902-07,1.08,53.7,69.3,84.9,43.2,4.47,32.42
1902-08,0.29,54.4,70.9,87.4,41.3,5.45,36.18
1902-09,0.63,46.4,61.9,77.5,38.4,2.91,24.93
1902-10,0.57,41.4,54.8,68.3,37.6,1.50,16.24
1902-11,3.69,33.4,41.2,49.0,33.0,0.64,5.24
1902-12,2.38,27.2,33.6,40.1,27.9,0.49,2.90
1903-01,1.87,29.0,35.4,41.7,29.5,0.56,3.09
1903-02,0.29,21.7,31.9,42.2,21.9,0.50,4.77
1903-03,1.47,32.9,43.5,54.1,28.7,1.18,8.79
1903-04,0.54,36.6,48.9,61.1,30.0,1.81,12.77
1903-05,0.85,43.9,57.6,71.3,35.3,2.70,19.31
1903-06,1.01,55.0,69.8,84.6,44.1,4.74,31.08
1903-07,0.58,54.4,70.0,85.6,42.5,4.91,33.04
1903-08,1.07,55.7,70.8,85.8,44.2,5.06,32.77
1903-09,0.96,48.0,60.6,73.3,40.0,3.01,19.86
1903-10,0.95,40.8,54.0,67.3,37.1,1.44,15.46
1903-11,3.32,34.9,42.5,50.1,33.6,0.79,5.64
1903-12,1.40,29.6,34.4,39.3,29.1,0.57,2.33
1904-01,1.47,29.4,36.2,43.1,28.1,0.72,3.92
1904-02,2.78,29.3,37.4,45.4,28.6,0.57,4.87
1904-03,3.39,32.4,40.8,49.3,30.7,0.86,5.99
1904-04,1.31,41.5,54.8,68.0,34.9,2.13,16.67
1904-05,0.52,42.9,58.0,73.2,34.2,2.63,21.39
1904-06,0.90,50.2,65.2,80.2,40.3,4.00,27.09
1904-07,1.27,57.7,71.9,86.2,45.8,5.59,32.78
1904-08,0.10,58.3,74.9,91.4,41.6,7.44,41.55
1904-09,0.29,51.2,66.4,81.6,40.3,4.84,28.65
1904-10,1.08,42.2,55.0,67.7,38.4,1.52,15.51
1904-11,0.82,35.5,47.6,59.8,35.1,0.60,10.70
1904-12,1.77,29.1,36.6,44.1,29.3,0.52,4.00
1905-01,1.72,28.0,34.2,40.4,27.7,0.59,3.04
1905-02,0.56,23.7,33.6,43.5,23.7,0.51,4.91
1905-03,1.91,35.9,47.5,59.0,34.2,0.93,10.43
1905-04,1.04,39.2,53.0,66.7,33.2,1.89,16.08
1905-05,1.70,43.5,56.4,69.4,36.5,2.35,17.31
1905-06,2.50,51.4,64.5,77.7,43.7,3.41,23.08
1905-07,0.11,58.4,75.7,93.1,42.3,7.03,44.10
1905-08,0.00,54.8,72.1,89.4,42.2,6.48,38.22
1905-09,1.11,50.4,64.4,78.5,42.1,3.30,24.43
1905-10,1.92,36.8,47.7,58.6,35.1,0.88,8.77
1905-11,1.18,28.4,40.6,52.8,29.0,0.44,8.03
1905-12,1.18,28.0,34.1,40.2,28.0,0.53,2.87
1906-01,1.22,28.5,35.6,42.6,28.0,0.63,3.75
1906-02,1.64,32.5,38.9,45.3,31.1,0.73,4.10
1906-03,1.39,31.0,41.8,52.6,27.2,1.06,8.23
1906-04,0.32,40.6,55.7,70.7,33.1,2.31,19.27
1906-05,2.74,44.5,58.3,72.2,38.1,2.29,19.25
1906-06,0.95,48.9,62.6,76.3,41.4,3.05,22.42
1906-07,0.10,62.8,80.4,98.0,44.8,9.41,51.50
1906-08,0.46,56.2,72.7,89.3,42.4,6.01,38.11
1906-09,0.58,47.8,63.7,79.6,41.0,2.77,25.97
1906-10,0.73,41.0,54.6,68.3,38.0,1.35,16.00
1906-11,3.19,33.2,41.0,48.7,33.4,0.57,4.98
1906-12,2.87,32.0,36.0,40.0,31.3,0.64,1.98
1907-01,2.01,15.4,22.8,30.2,18.7,0.32,1.83
1907-02,1.52,30.3,37.2,44.1,30.8,0.55,3.74
1907-03,1.93,35.5,43.6,51.7,31.9,1.20,6.82
1907-04,0.82,37.7,50.4,63.2,32.3,1.73,13.67
1907-05,1.16,47.2,61.2,75.3,37.7,3.22,22.45
1907-06,0.96,50.9,64.1,77.3,42.4,3.41,23.07
1907-07,0.59,57.0,73.1,89.2,43.2,6.59,37.89
1907-08,1.16,54.2,68.1,82.1,44.2,4.33,27.90
1907-09,0.85,48.6,62.4,76.2,41.5,2.87,22.13
1907-10,0.58,43.7,58.3,72.9,39.1,1.75,19.81
1907-11,1.43,34.2,45.1,56.0,33.6,0.63,8.70
1907-12,2.24,30.9,38.3,45.6,30.8,0.57,4.30
1908-01,0.85,30.8,37.2,43.5,27.3,0.92,4.42
1908-02,1.17,29.2,37.9,46.6,28.2,0.65,5.28
1908-03,1.14,35.2,45.7,56.1,31.5,1.26,9.25
1908-04,0.80,39.3,53.4,67.5,32.2,2.10,17.01
1908-05,1.04,43.5,56.6,69.7,36.1,2.45,17.21
1908-06,0.29,50.3,65.0,79.7,40.4,3.85,26.94
1908-07,0.55,59.5,76.1,92.8,43.8,6.96,43.10
1908-08,0.39,56.6,73.0,89.5,42.2,6.27,38.60
1908-09,0.58,49.1,64.7,80.4,39.6,3.54,27.43
1908-10,2.19,40.9,52.2,63.4,38.3,1.20,11.92
1908-11,1.01,34.2,45.8,57.3,33.8,0.62,9.38
1908-12,0.92,26.9,33.3,39.6,27.2,0.49,2.85
1909-01,2.58,17.4,25.7,34.0,19.4,0.32,2.56
1909-02,1.79,33.5,40.8,48.1,31.7,0.85,5.14
1909-03,0.85,34.3,46.7,59.0,30.5,1.22,11.29
1909-04,0.59,36.6,49.8,63.0,30.3,1.83,13.98
1909-05,1.01,43.6,57.2,70.8,35.2,2.72,18.84
1909-06,0.46,51.5,66.2,80.8,41.2,4.15,27.44
1909-07,1.02,54.5,70.1,85.6,43.6,4.74,32.81
1909-08,0.00,53.3,70.7,88.0,40.0,5.26,37.21
1909-09,0.77,50.7,65.0,79.3,42.4,3.41,25.47
1909-10,1.01,40.4,53.2,66.0,37.1,1.32,14.54
1909-11,3.40,35.7,43.9,52.0,34.7,0.77,6.27
1909-12,1.36,22.4,28.0,33.7,22.7,0.45,1.97
1910-01,1.74,22.8,30.6,38.4,22.5,0.51,3.39
1910-02,2.33,22.2,30.2,38.3,23.4,0.40,3.21
1910-03,1.53,39.1,50.6,62.1,35.8,1.34,12.02
1910-04,1.22,42.4,56.3,70.3,36.2,2.16,18.36
1910-05,1.03,46.5,61.9,77.3,37.7,3.06,24.46
1910-06,0.46,49.9,64.9,79.9,39.4,3.91,27.03
1910-07,0.08,55.8,73.8,91.7,42.1,6.24,41.94
1910-08,0.01,50.3,67.8,85.3,39.8,4.10,33.46
1910-09,0.73,47.1,61.5,76.0,41.1,3.05,22.27
1910-10,1.25,42.3,54.9,67.5,38.3,1.49,15.37
1910-11,3.08,35.7,42.9,50.0,34.0,0.88,5.46
1910-12,1.11,31.8,37.3,42.9,31.4,0.63,3.03
1911-01,0.86,26.2,34.3,42.3,25.1,0.65,4.24
1911-02,1.39,24.1,32.7,41.3,24.6,0.52,4.04
1911-03,0.45,33.6,47.4,61.1,29.6,1.19,12.79
1911-04,0.27,35.6,50.6,65.6,28.7,1.80,15.90
1911-05,1.74,42.4,55.4,68.5,35.7,2.21,16.80
1911-06,1.22,52.2,66.8,81.3,42.3,4.01,27.73
1911-07,0.00,58.0,74.9,91.8,42.5,8.58,42.03
1911-08,0.33,54.0,70.7,87.4,41.6,5.32,35.86
1911-09,1.10,47.2,60.0,72.7,40.7,3.15,19.12
1911-10,0.89,37.6,51.6,65.6,35.1,1.22,14.77
1911-11,1.65,29.1,39.3,49.5,29.5,0.49,6.43
1911-12,1.10,27.0,34.3,41.7,27.1,0.51,3.60
1912-01,2.59,23.3,30.8,38.3,24.5,0.40,3.00
1912-02,1.76,32.5,39.4,46.2,31.3,0.74,4.48
1912-03,1.07,31.3,41.7,52.0,26.8,1.20,8.08
1912-04,1.71,39.5,51.1,62.6,35.0,1.61,12.57
1912-05,2.33,46.4,59.6,72.7,38.5,2.81,19.68
1912-06,1.28,52.9,67.5,82.0,42.6,4.19,28.38
1912-07,0.43,56.3,70.9,85.5,43.4,5.67,32.64
1912-08,1.90,54.2,68.1,82.0,45.4,4.00,27.38
1912-09,0.42,45.8,60.0,74.3,37.3,2.91,21.83
1912-10,1.24,37.1,49.0,60.9,34.9,1.00,11.54
1912-11,1.47,35.8,44.0,52.2,34.5,0.78,6.36
1912-12,1.36,29.6,36.8,44.0,28.6,0.61,4.14
1913-01,2.48,21.5,29.3,37.0,22.2,0.45,3.00
1913-02,0.91,20.1,28.3,36.5,21.4,0.40,3.02
1913-03,2.27,32.0,41.3,50.5,28.5,1.11,7.00
1913-04,1.25,39.5,52.4,65.3,33.4,1.92,15.05
1913-05,1.30,45.6,58.8,71.9,37.8,2.76,19.29
1913-06,2.51,52.8,66.0,79.2,45.3,3.44,24.16
1913-07,0.13,56.3,72.3,88.2,42.6,5.98,36.61
1913-08,0.38,57.9,73.3,88.7,42.7,6.78,37.27
1913-09,0.63,46.9,62.8,78.7,38.8,2.99,25.81
1913-10,2.24,39.1,49.7,60.3,37.3,0.95,10.32
1913-11,1.82,36.9,44.2,51.6,35.8,0.76,5.69
1913-12,1.07,25.3,31.9,38.5,26.3,0.41,2.59
1914-01,2.18,34.1,41.0,47.9,31.9,0.93,5.04
1914-02,1.42,29.7,36.6,43.5,28.5,0.68,4.01
1914-03,0.45,36.7,47.9,59.1,32.1,1.43,11.19
1914-04,1.55,39.9,52.9,65.9,34.7,1.77,14.97
1914-05,1.13,46.5,61.0,75.5,36.9,3.23,22.94
1914-06,0.99,49.9,64.0,78.0,41.9,3.33,24.06
1914-07,0.30,57.4,75.2,93.1,42.9,6.89,43.86
1914-08,0.00,55.7,73.3,91.0,41.1,6.27,40.98
1914-09,1.18,47.4,61.1,74.8,40.3,2.73,21.17
1914-10,1.54,42.9,53.9,64.9,39.9,1.37,12.68
1914-11,0.84,34.5,43.0,51.5,33.7,0.66,6.26
1914-12,0.68,19.4,26.6,33.8,20.2,0.37,2.43
1915-01,0.94,23.5,29.8,36.2,23.8,0.49,2.45
1915-02,1.51,33.1,41.7,50.4,32.1,0.76,6.10
1915-03,1.71,37.1,49.0,60.9,33.7,1.17,11.69
1915-04,1.67,41.5,55.5,69.6,36.5,1.83,17.60
1915-05,2.54,46.8,58.4,70.0,40.8,2.42,16.57
1915-06,0.62,49.9,65.5,81.0,40.1,3.77,27.85
1915-07,0.76,56.4,72.3,88.2,45.0,5.24,36.18
1915-08,0.00,59.4,77.1,94.8,42.4,7.93,46.68
1915-09,0.61,46.9,61.9,76.9,39.5,2.72,23.87
1915-10,0.68,41.5,54.6,67.7,37.5,1.53,15.86
1915-11,2.87,32.5,40.5,48.6,31.9,0.64,5.31
1915-12,1.83,28.7,35.7,42.7,28.3,0.57,3.69
1916-01,2.13,10.0,18.5,27.0,13.4,0.27,1.69
1916-02,2.81,27.0,33.1,39.3,28.0,0.42,2.64
1916-03,2.97,36.7,46.0,55.4,33.4,1.17,8.38
1916-04,1.21,39.7,52.4,65.0,33.1,2.05,14.91
1916-05,1.31,42.5,55.0,67.5,33.7,2.67,16.62
1916-06,1.74,49.2,63.5,77.7,41.2,3.15,24.08
1916-07,0.60,54.4,68.7,83.0,43.1,4.79,29.67
1916-08,0.36,56.2,72.5,88.9,41.5,6.33,38.12
1916-09,0.30,48.9,63.5,78.1,38.7,3.69,25.31
1916-10,0.36,37.3,51.2,65.2,32.4,1.34,15.19
1916-11,1.94,27.7,35.7,43.7,27.5,0.51,4.26
1916-12,2.18,22.7,29.5,36.3,23.0,0.46,2.64
1917-01,1.30,23.8,31.2,38.6,22.8,0.58,3.38
1917-02,1.23,28.3,35.1,41.9,26.9,0.61,3.71
1917-03,0.92,30.2,39.0,47.9,25.0,1.26,6.52
1917-04,2.96,39.2,48.7,58.2,34.4,1.67,9.82
1917-05,2.08,45.3,56.8,68.3,38.6,2.43,15.98
1917-06,0.43,48.4,63.6,78.7,38.4,3.61,26.38
1917-07,0.00,57.2,74.9,92.6,41.1,6.67,43.78
1917-08,0.00,57.2,74.5,91.8,40.9,7.05,42.60
1917-09,1.28,52.6,65.9,79.2,43.1,4.00,25.07
1917-10,0.00,40.4,54.9,69.4,35.2,1.77,17.75
1917-11,1.31,35.1,45.9,56.8,34.6,0.61,8.92
1917-12,3.51,36.6,43.6,50.5,34.3,0.93,5.59
1918-01,2.06,32.1,38.4,44.7,30.0,0.82,4.24
1918-02,1.38,28.9,37.1,45.2,27.7,0.69,4.83
1918-03,1.07,35.6,47.2,58.8,32.0,1.23,10.85
1918-04,0.37,37.7,52.4,67.0,29.4,2.18,17.22
1918-05,0.63,42.0,56.1,70.2,33.2,2.66,19.03
1918-06,0.32,54.4,71.3,88.3,42.2,5.21,36.67
1918-07,0.75,57.5,73.9,90.4,43.5,6.50,39.40
1918-08,0.95,55.8,70.0,84.1,44.2,5.25,30.88
1918-09,0.47,52.5,67.9,83.2,43.2,3.94,30.04
1918-10,1.60,45.0,56.2,67.3,41.4,1.61,14.37
1918-11,1.01,33.1,41.6,50.1,31.9,0.67,6.06
1918-12,0.96,29.8,35.8,41.8,29.1,0.59,3.16
1919-01,1.69,25.5,34.5,43.6,26.0,0.45,4.51
1919-02,2.42,30.3,36.9,43.5,29.5,0.65,3.75
1919-03,1.66,35.5,45.4,55.3,31.3,1.27,8.83
1919-04,1.32,39.9,53.1,66.4,33.3,2.05,15.88
1919-05,0.62,43.9,58.4,72.8,35.3,2.83,20.71
1919-06,0.11,47.5,64.3,81.0,37.7,3.56,28.76
1919-07,0.03,57.1,74.6,92.2,41.4,7.14,43.09
1919-08,0.11,57.1,73.7,90.3,41.9,6.71,39.71
1919-09,0.80,48.0,62.1,76.3,39.8,3.13,23.04
1919-10,1.46,37.3,48.7,60.1,34.6,1.08,11.07
1919-11,2.73,31.8,39.6,47.4,30.5,0.71,5.15
1919-12,1.69,15.2,22.9,30.6,19.0,0.23,1.78
1920-01,1.63,24.3,30.5,36.7,25.1,0.46,2.40
1920-02,0.20,28.6,36.6,44.5,26.7,0.75,4.78
1920-03,1.64,35.0,44.1,53.1,31.2,1.25,7.71
1920-04,2.34,37.4,48.2,59.1,33.1,1.45,10.72
1920-05,0.65,42.2,55.8,69.4,33.8,2.61,18.06
1920-06,0.98,49.2,63.4,77.6,40.4,3.46,24.09
1920-07,0.38,58.4,75.2,92.0,43.0,7.01,41.65
1920-08,1.48,57.3,72.7,88.2,43.9,6.05,36.10
1920-09,1.52,49.7,62.5,75.2,43.2,2.84,20.73
1920-10,1.69,41.0,51.2,61.4,38.9,1.16,10.72
1920-11,1.47,33.1,41.4,49.8,31.9,0.70,5.88
1920-12,2.09,32.0,37.5,43.0,30.7,0.69,3.27
1921-01,2.26,29.8,36.1,42.4,28.3,0.69,3.61
1921-02,2.16,32.1,39.1,46.1,31.4,0.66,4.31
1921-03,1.63,36.6,46.0,55.4,32.6,1.35,8.65
1921-04,1.45,38.3,49.9,61.4,32.6,1.81,12.43
1921-05,0.68,44.6,58.8,72.9,37.0,2.63,20.61
1921-06,0.63,54.4,68.7,82.9,43.0,4.91,28.98
1921-07,0.34,54.2,71.5,88.8,41.4,5.38,37.57
1921-08,0.28,56.7,72.9,89.1,42.8,6.30,37.56
1921-09,0.79,45.9,58.8,71.7,39.1,2.61,18.68
1921-10,1.00,42.1,54.9,67.7,37.8,1.67,15.68
1921-11,3.39,33.1,41.6,50.2,31.8,0.77,6.14
1921-12,1.26,25.0,31.1,37.3,25.8,0.45,2.47
1922-01,1.29,14.6,22.1,29.6,17.7,0.30,1.80
1922-02,1.28,24.2,31.1,38.0,24.4,0.50,2.93
1922-03,1.47,32.6,41.7,50.8,28.9,1.14,7.03
1922-04,1.32,37.2,48.3,59.3,31.9,1.69,11.13
1922-05,0.29,43.8,57.6,71.4,35.0,2.82,19.57
1922-06,0.57,56.3,72.2,88.1,42.9,5.95,36.18
1922-07,0.00,59.6,76.0,92.3,42.4,8.27,42.75
1922-08,1.09,58.9,73.3,87.8,45.2,6.64,34.81
1922-09,0.33,51.9,66.8,81.6,40.9,4.39,28.37
1922-10,0.77,43.0,55.0,67.1,38.7,1.64,14.96
1922-11,0.87,31.7,37.5,43.4,30.9,0.62,3.44
1922-12,2.30,21.8,28.4,35.0,22.9,0.43,2.29
1923-01,2.17,33.1,38.8,44.4,30.8,0.89,3.78
1923-02,1.05,20.7,28.9,37.0,21.5,0.42,3.20
1923-03,0.77,34.0,44.8,55.6,29.8,1.27,9.39
1923-04,1.37,39.8,52.8,65.9,34.3,1.84,15.09
1923-05,1.19,45.7,58.5,71.4,38.5,2.66,18.58
1923-06,2.30,51.7,63.6,75.4,45.6,2.90,19.96
1923-07,0.48,58.5,74.0,89.6,45.5,6.33,37.66
1923-08,0.45,57.4,73.1,88.8,43.9,6.71,36.91
1923-09,0.36,50.3,65.2,80.0,41.0,3.77,26.78
1923-10,2.39,41.2,52.0,62.7,39.2,1.09,11.44
1923-11,1.43,34.3,43.2,52.2,33.9,0.62,6.55
1923-12,1.80,28.8,35.5,42.2,28.7,0.53,3.47
1924-01,1.15,20.3,28.1,35.9,21.6,0.41,2.73
1924-02,1.66,36.5,44.9,53.3,34.4,0.94,7.02
1924-03,0.66,32.7,43.2,53.7,29.3,1.15,8.46
1924-04,0.30,37.0,50.8,64.6,30.2,1.95,15.17
1924-05,0.06,47.8,64.2,80.6,36.9,3.52,28.49
1924-06,0.72,52.4,67.2,81.9,41.3,4.61,28.73
1924-07,0.50,57.0,73.2,89.3,42.9,6.41,38.00
1924-08,0.84,55.3,70.6,85.8,42.5,5.59,33.27
1924-09,0.63,49.9,63.8,77.8,40.9,3.53,24.22
1924-10,1.05,42.2,53.4,64.7,38.8,1.45,13.14
1924-11,2.85,33.8,39.2,44.6,33.0,0.71,3.34
1924-12,1.61,17.5,24.9,32.4,19.3,0.37,2.22
1925-01,1.92,30.6,37.1,43.6,29.6,0.71,3.72
1925-02,1.30,36.7,44.1,51.5,34.5,1.01,6.06
1925-03,0.91,34.9,45.8,56.7,31.7,1.19,9.61
1925-04,1.31,42.0,54.9,67.7,36.6,1.97,16.00
1925-05,2.05,47.4,60.6,73.7,40.8,2.69,20.09
1925-06,0.56,53.4,67.9,82.3,42.7,4.60,28.83
1925-07,0.06,59.5,76.5,93.5,43.0,7.67,44.49
1925-08,0.37,56.0,71.6,87.2,42.7,5.93,35.29
1925-09,0.54,49.8,63.2,76.7,42.2,3.15,22.45
1925-10,0.38,38.5,51.3,64.0,34.8,1.37,13.71
1925-11,1.11,32.3,40.0,47.7,32.4,0.54,4.75
1925-12,1.82,33.9,39.1,44.3,33.3,0.68,3.07
1926-01,1.52,30.5,34.5,38.6,29.5,0.66,2.02
1926-02,2.16,36.2,44.4,52.5,34.8,0.83,6.46
1926-03,0.72,35.4,48.3,61.3,32.2,1.19,12.38
1926-04,0.72,42.8,57.0,71.1,36.4,2.21,18.97
1926-05,0.91,45.6,58.9,72.2,37.9,2.75,19.58
1926-06,1.30,53.7,69.4,85.0,42.6,4.77,32.30
1926-07,0.00,59.2,76.0,92.9,43.0,7.65,43.38
1926-08,1.21,56.2,71.9,87.7,44.2,5.42,35.03
1926-09,1.02,44.5,57.6,70.7,38.7,2.28,17.84
1926-10,1.61,42.3,53.7,65.2,39.0,1.44,13.32
1926-11,3.66,35.9,43.8,51.6,34.4,0.82,6.19
1926-12,1.77,26.8,33.2,39.7,26.5,0.51,2.99
1927-01,1.94,24.4,30.2,36.1,24.2,0.49,2.39
1927-02,1.98,33.5,40.1,46.8,31.9,0.81,4.55
1927-03,1.62,33.7,43.3,52.8,30.3,1.14,7.80
1927-04,0.53,36.6,49.5,62.3,29.8,1.85,13.60
1927-05,1.08,42.5,54.7,66.9,36.2,2.18,15.39
1927-06,1.52,53.2,67.0,80.9,43.8,4.15,26.57
1927-07,0.06,56.4,73.4,90.4,41.9,6.44,39.91
1927-08,0.39,57.0,72.6,88.1,43.7,6.14,35.93
1927-09,3.91,49.9,60.1,70.2,45.0,2.33,15.25
1927-10,1.54,43.0,53.6,64.2,40.1,1.37,12.25
1927-11,3.91,38.8,45.5,52.1,36.7,1.00,5.69
1927-12,1.12,20.8,28.6,36.5,21.2,0.41,3.03
1928-01,2.28,24.2,29.9,35.5,25.7,0.42,1.89
1928-02,0.40,28.3,36.3,44.3,27.1,0.71,4.54
1928-03,2.23,36.9,46.9,56.9,34.3,1.09,8.88
1928-04,1.34,38.2,49.6,61.0,33.0,1.75,11.77
1928-05,0.30,46.9,63.4,79.9,37.9,3.40,26.99
1928-06,0.53,51.4,65.8,80.3,41.8,3.91,26.77
1928-07,0.61,59.4,75.8,92.2,44.8,7.12,41.71
1928-08,0.10,55.5,71.4,87.2,40.9,6.21,35.71
1928-09,0.61,48.6,63.7,78.8,38.4,3.68,26.45
1928-10,1.01,42.0,53.2,64.4,37.8,1.61,13.19
