PRISM Time Series Data
Location:  Lat: 47.2057   Lon: -119.4518   Elev: 1145ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1898-09,0.42,48.1,62.9,77.7,40.5,3.23,24.35
1898-10,0.20,37.0,49.2,61.5,34.0,1.15,12.08
1898-11,0.97,28.7,36.2,43.7,28.8,0.57,4.02
1898-12,0.82,18.1,25.1,32.0,20.0,0.38,1.96
1899-01,1.58,21.2,28.5,35.8,22.2,0.47,2.62
1899-02,1.06,19.3,27.3,35.3,18.8,0.54,3.06
1899-03,0.08,29.2,40.3,51.4,25.7,1.10,7.97
1899-04,0.00,37.2,49.3,61.4,29.7,1.97,13.15
1899-05,0.20,42.0,55.3,68.6,34.1,2.39,17.59
1899-06,0.14,48.8,63.6,78.4,38.8,3.68,25.47
1899-07,0.03,56.3,73.1,89.8,42.8,5.98,39.29
1899-08,0.71,53.1,65.3,77.4,45.3,3.44,22.28
1899-09,0.25,48.4,64.8,81.3,41.4,2.85,28.22
1899-10,1.01,38.5,48.8,59.1,36.1,1.03,10.05
1899-11,1.47,37.2,45.5,53.7,36.4,0.81,6.65
1899-12,1.15,26.0,32.7,39.4,26.3,0.53,2.94
1900-01,0.48,26.6,34.5,42.4,27.8,0.48,3.74
1900-02,0.62,24.1,32.4,40.7,24.2,0.60,3.84
1900-03,0.30,35.4,47.3,59.3,32.1,1.20,11.04
1900-04,0.72,39.8,53.4,67.1,34.2,1.80,16.19
1900-05,0.36,46.3,60.4,74.5,38.7,2.75,21.53
1900-06,0.24,54.1,69.0,83.9,41.6,5.02,31.41
1900-07,0.07,55.7,72.3,89.0,42.1,5.78,38.15
1900-08,0.30,54.0,67.5,80.9,43.8,4.42,27.01
1900-09,0.73,47.7,60.8,73.8,41.2,2.63,20.09
1900-10,1.22,39.0,49.8,60.5,36.8,1.03,10.69
1900-11,1.20,26.4,35.5,44.7,27.5,0.46,4.64
1900-12,1.36,31.4,37.3,43.2,30.8,0.67,3.29
1901-01,1.34,21.3,28.4,35.4,22.4,0.48,2.36
1901-02,1.83,24.7,33.0,41.2,24.7,0.52,3.87
1901-03,0.24,31.6,42.9,54.1,29.3,0.99,8.81
1901-04,0.14,34.7,48.1,61.5,28.9,1.63,13.46
1901-05,0.78,46.2,60.2,74.2,39.3,2.52,21.11
1901-06,0.66,48.0,61.1,74.2,38.5,3.46,21.43
1901-07,0.13,53.9,69.7,85.6,42.2,4.71,33.47
1901-08,0.02,57.0,74.7,92.4,44.7,5.78,42.69
1901-09,1.33,45.9,58.3,70.6,40.8,2.10,17.33
1901-10,0.01,41.1,56.2,71.3,37.8,1.42,19.05
1901-11,0.91,31.3,41.3,51.3,32.5,0.42,6.40
1901-12,0.95,25.4,32.4,39.4,25.7,0.53,3.06
1902-01,1.06,19.7,26.9,34.2,21.3,0.43,2.33
1902-02,2.80,27.0,35.1,43.1,28.6,0.41,3.79
1902-03,0.25,31.0,41.7,52.4,27.7,1.11,8.18
1902-04,1.49,36.5,49.0,61.4,31.2,1.59,12.83
1902-05,0.80,46.3,58.3,70.4,39.2,2.63,17.73
1902-06,0.00,48.6,63.4,78.3,38.1,3.64,25.94
1902-07,0.50,53.4,68.2,83.1,45.1,3.68,29.38
1902-08,0.00,53.8,69.9,85.9,43.0,4.65,33.78
1902-09,0.23,44.3,60.4,76.5,37.9,2.36,24.08
1902-10,0.28,40.5,53.8,67.2,35.8,1.62,15.93
1902-11,1.45,29.0,37.3,45.6,30.0,0.49,4.50
1902-12,1.75,20.8,27.2,33.6,23.6,0.41,1.71
1903-01,0.73,24.0,30.0,36.0,25.1,0.50,2.09
1903-02,0.29,17.9,28.0,38.2,20.2,0.38,3.70
1903-03,0.40,29.7,40.3,50.9,26.3,1.03,7.66
1903-04,0.32,33.4,47.1,60.9,28.2,1.48,13.07
1903-05,0.04,44.6,58.6,72.7,34.7,2.94,20.94
1903-06,0.17,56.0,71.3,86.5,42.9,5.37,34.54
1903-07,0.12,57.0,72.0,87.0,43.7,5.46,34.77
1903-08,0.63,58.4,73.0,87.5,45.1,5.85,34.91
1903-09,0.39,46.1,59.4,72.7,38.8,2.62,19.78
1903-10,0.20,38.1,51.8,65.5,34.8,1.29,14.73
1903-11,1.91,28.1,35.8,43.5,29.5,0.44,3.76
1903-12,0.81,24.2,29.7,35.1,25.9,0.42,1.72
1904-01,0.43,22.5,30.0,37.4,25.1,0.42,2.49
1904-02,1.37,22.0,30.4,38.9,25.1,0.32,3.06
1904-03,0.99,28.3,36.9,45.5,26.3,0.85,5.26
1904-04,0.65,40.5,53.8,67.1,32.6,2.24,16.64
1904-05,0.08,45.0,59.0,73.0,34.0,3.13,21.41
1904-06,0.34,51.6,66.5,81.5,38.3,4.76,29.36
1904-07,0.76,59.7,74.0,88.2,44.6,6.88,36.44
1904-08,0.12,58.7,75.2,91.7,42.8,7.17,42.06
1904-09,0.07,50.6,66.2,81.8,38.8,4.75,29.71
1904-10,0.36,41.5,53.9,66.4,36.7,1.64,14.99
1904-11,0.59,35.4,45.0,54.6,34.0,0.74,7.79
1904-12,1.21,26.3,32.6,39.0,26.7,0.51,2.61
1905-01,1.85,24.3,30.4,36.5,24.0,0.58,2.54
1905-02,0.31,22.6,31.7,40.7,21.6,0.57,4.25
1905-03,0.83,35.3,46.8,58.4,31.7,1.17,10.70
1905-04,0.00,39.3,53.3,67.3,31.3,2.15,17.11
1905-05,0.40,44.8,58.1,71.4,36.0,2.73,19.41
1905-06,2.85,51.1,64.6,78.2,42.4,3.58,24.19
1905-07,0.00,60.5,76.1,91.7,43.2,7.45,41.98
1905-08,0.04,55.9,72.1,88.3,43.4,6.14,36.45
1905-09,0.51,49.9,63.8,77.7,41.7,3.20,23.98
1905-10,1.51,34.0,44.9,55.8,32.3,0.79,8.66
1905-11,0.55,25.7,37.5,49.3,27.0,0.38,6.75
1905-12,1.00,22.7,28.8,34.8,24.1,0.42,1.89
1906-01,0.73,19.6,27.5,35.3,23.8,0.21,1.99
1906-02,1.27,29.3,36.0,42.7,28.0,0.70,3.79
1906-03,0.83,29.6,40.3,51.1,24.0,1.16,8.11
1906-04,0.08,41.4,56.2,71.0,32.5,2.59,19.87
1906-05,1.10,44.8,58.9,73.0,37.6,2.48,20.35
1906-06,0.58,48.2,62.5,76.8,39.8,3.15,23.69
1906-07,0.13,65.5,81.5,97.4,43.8,11.19,51.46
1906-08,0.05,57.7,73.2,88.7,44.1,6.19,37.08
1906-09,0.24,48.0,63.7,79.4,40.7,2.87,26.00
1906-10,0.13,39.5,53.5,67.4,36.0,1.39,16.08
1906-11,1.27,29.0,37.6,46.2,29.3,0.54,4.92
1906-12,1.46,25.2,30.2,35.2,27.2,0.43,1.43
1907-01,1.33,9.0,17.1,25.1,12.3,0.35,1.65
1907-02,0.63,25.4,32.7,40.0,27.0,0.48,3.15
1907-03,0.72,30.5,40.9,51.4,28.4,0.93,7.44
1907-04,0.09,35.5,49.9,64.2,28.9,1.82,15.26
1907-05,0.69,47.9,62.6,77.4,36.0,3.70,25.41
1907-06,0.83,49.2,64.0,78.8,41.7,3.04,25.25
1907-07,0.37,57.6,73.8,90.0,44.5,6.30,38.94
1907-08,1.24,51.6,67.4,83.2,44.3,3.21,29.52
1907-09,1.21,44.3,60.9,77.5,41.1,1.60,23.73
1907-10,0.15,40.5,56.4,72.3,37.6,1.31,19.87
1907-11,0.54,30.3,41.4,52.6,31.7,0.38,7.33
1907-12,1.72,27.7,33.8,40.0,27.3,0.59,2.86
1908-01,0.62,23.1,30.8,38.6,24.5,0.45,2.96
1908-02,0.49,24.9,33.6,42.4,25.3,0.54,4.24
1908-03,0.09,31.1,42.9,54.7,27.6,1.12,9.32
1908-04,0.07,37.0,51.7,66.3,29.9,1.98,16.68
1908-05,0.63,44.3,57.2,70.0,35.2,2.81,18.03
1908-06,0.08,52.3,66.5,80.8,39.8,4.63,28.88
1908-07,0.76,61.1,76.5,91.9,44.3,7.41,41.82
1908-08,0.03,57.7,73.0,88.4,43.4,6.42,36.97
1908-09,0.00,48.3,64.6,80.8,39.2,3.31,28.29
1908-10,1.33,39.1,50.6,62.1,36.1,1.19,11.84
1908-11,0.51,34.0,43.5,53.0,31.7,0.84,7.60
1908-12,0.27,22.2,28.9,35.6,22.8,0.49,2.37
1909-01,1.75,9.8,18.2,26.6,15.4,0.14,1.29
1909-02,0.93,28.1,35.9,43.7,27.2,0.71,4.36
1909-03,0.16,32.6,45.2,57.8,27.3,1.33,11.24
1909-04,0.00,34.8,49.1,63.4,26.8,1.96,15.14
1909-05,0.64,43.3,57.7,72.0,34.0,2.81,20.48
1909-06,0.40,51.1,65.9,80.7,40.2,4.17,27.80
1909-07,0.48,54.8,70.2,85.6,46.4,3.97,31.97
1909-08,0.00,50.4,68.6,86.7,41.3,3.72,35.23
1909-09,0.25,48.8,64.3,79.8,41.9,2.82,26.29
1909-10,0.55,37.9,50.6,63.3,35.4,1.12,13.12
1909-11,1.89,32.2,40.4,48.7,32.1,0.62,5.28
1909-12,0.92,17.3,23.7,30.2,18.3,0.44,1.79
1910-01,0.76,18.3,26.5,34.8,19.6,0.44,2.71
1910-02,0.40,17.7,26.5,35.3,20.7,0.31,2.78
1910-03,0.45,32.5,47.1,61.7,32.1,0.77,12.75
1910-04,0.13,37.3,54.6,71.8,33.8,1.43,20.50
1910-05,0.13,47.5,64.2,81.0,36.6,3.47,29.28
1910-06,0.15,51.5,65.4,79.3,38.9,4.54,26.72
1910-07,0.00,58.2,74.7,91.2,42.7,7.18,41.30
1910-08,0.02,51.2,68.7,86.2,41.1,4.06,34.57
1910-09,0.90,47.0,61.9,76.8,40.9,2.82,23.23
1910-10,0.07,42.7,53.8,65.0,38.2,1.60,13.55
1910-11,1.84,30.1,38.4,46.7,31.8,0.40,4.51
1910-12,0.99,27.6,32.8,38.0,26.7,0.66,2.32
1911-01,1.20,18.7,27.2,35.6,21.0,0.41,2.78
1911-02,0.60,19.9,29.7,39.5,21.7,0.45,3.88
1911-03,0.37,31.3,45.1,59.0,28.2,1.04,11.67
1911-04,0.04,33.9,49.7,65.5,27.7,1.65,16.31
1911-05,1.10,42.6,56.9,71.1,35.0,2.36,19.54
1911-06,0.44,56.2,69.1,81.9,41.6,5.79,28.89
1911-07,0.02,59.9,75.8,91.7,42.2,8.90,42.37
1911-08,0.70,54.2,70.7,87.2,43.2,4.79,35.29
1911-09,1.43,46.0,59.6,73.1,40.0,2.67,19.79
1911-10,0.29,35.6,50.2,64.8,33.4,1.07,14.64
1911-11,0.40,24.0,34.8,45.7,26.2,0.38,5.36
1911-12,0.94,20.2,28.2,36.2,23.5,0.33,2.42
1912-01,1.39,13.9,21.9,29.8,20.9,0.08,1.29
1912-02,0.55,29.4,36.6,43.9,28.2,0.73,4.26
1912-03,0.24,28.3,40.3,52.3,24.0,1.09,8.72
1912-04,0.43,37.8,50.6,63.4,31.7,1.80,14.06
1912-05,0.93,46.5,60.5,74.5,37.1,3.08,21.94
1912-06,0.32,53.9,69.2,84.6,40.5,5.14,32.56
1912-07,0.21,56.7,71.6,86.6,44.3,5.45,34.07
1912-08,1.58,53.9,67.9,81.9,46.0,3.65,27.17
1912-09,0.06,44.7,59.6,74.4,37.7,2.32,21.89
1912-10,0.87,34.9,46.8,58.7,33.8,0.81,10.48
1912-11,1.04,32.3,40.0,47.6,32.5,0.56,4.62
1912-12,0.61,23.2,31.3,39.3,25.7,0.32,2.94
1913-01,0.88,12.5,21.2,29.8,17.6,0.29,1.70
1913-02,0.11,14.4,23.3,32.2,18.4,0.30,2.34
1913-03,0.00,28.8,38.3,47.8,24.1,1.15,6.61
1913-04,0.17,37.1,51.0,65.0,31.1,1.78,15.48
1913-05,0.81,44.1,58.6,73.0,36.6,2.51,20.77
1913-06,1.24,53.4,67.3,81.2,43.7,4.05,27.18
1913-07,0.00,56.4,72.5,88.5,43.5,5.58,37.22
1913-08,0.00,57.4,73.2,89.0,44.3,5.96,37.36
1913-09,0.20,44.0,61.0,78.0,39.1,1.97,25.01
1913-10,0.86,35.5,47.6,59.6,34.5,0.78,10.71
1913-11,1.39,32.8,40.8,48.7,32.6,0.61,5.13
1913-12,1.37,24.4,30.1,35.8,24.0,0.54,2.18
1914-01,1.45,26.4,33.6,40.8,27.0,0.53,3.31
1914-02,0.91,25.9,32.6,39.2,24.7,0.66,3.28
1914-03,0.02,32.7,44.9,57.0,29.5,1.12,10.56
1914-04,0.60,38.2,52.3,66.5,32.6,1.76,15.99
1914-05,0.45,46.3,60.4,74.6,36.4,3.22,22.28
1914-06,0.89,50.0,63.7,77.4,40.8,3.57,23.91
1914-07,0.23,57.7,75.1,92.4,43.7,6.47,42.93
1914-08,0.00,56.6,73.7,90.9,42.4,6.32,40.57
1914-09,0.46,45.0,59.4,73.8,39.6,2.12,20.54
1914-10,1.53,41.1,52.3,63.6,38.5,1.23,12.29
1914-11,0.42,31.1,39.8,48.4,31.8,0.48,5.21
1914-12,0.58,13.3,21.6,29.9,16.2,0.33,2.05
1915-01,0.71,16.0,23.9,31.8,19.2,0.31,1.93
1915-02,1.16,28.9,36.6,44.4,28.5,0.66,4.26
1915-03,0.55,34.5,46.7,59.0,30.8,1.18,11.14
1915-04,0.47,40.0,55.3,70.5,34.7,1.82,19.07
1915-05,0.87,45.8,58.9,72.0,39.2,2.45,18.96
1915-06,0.29,50.6,66.3,82.0,39.6,4.03,29.51
1915-07,0.48,57.3,72.5,87.8,45.2,5.57,35.60
1915-08,0.03,60.0,77.8,95.7,44.5,7.43,47.88
1915-09,0.09,45.9,61.8,77.7,38.9,2.45,24.93
1915-10,0.26,39.2,52.9,66.5,36.0,1.31,15.31
1915-11,1.83,27.3,35.8,44.4,28.8,0.42,4.19
1915-12,1.20,22.6,29.8,36.9,24.7,0.40,2.36
1916-01,0.58,6.2,14.5,22.8,8.0,0.37,1.46
1916-02,1.57,21.9,28.6,35.3,25.1,0.36,2.05
1916-03,1.06,32.3,42.4,52.5,29.9,0.99,7.71
1916-04,0.43,38.0,51.2,64.4,31.0,2.00,14.94
1916-05,0.04,41.6,55.5,69.5,32.9,2.56,18.60
1916-06,0.35,51.0,65.3,79.7,40.7,3.85,26.42
1916-07,0.92,53.5,68.9,84.3,44.5,3.94,30.86
1916-08,0.14,56.8,73.6,90.3,43.5,5.89,39.76
1916-09,0.24,48.4,63.7,79.0,39.2,3.35,26.16
1916-10,0.01,34.8,50.1,65.4,31.4,1.10,15.66
1916-11,0.68,23.4,33.1,42.8,24.9,0.38,4.39
1916-12,0.78,15.4,23.4,31.3,17.5,0.38,2.16
1917-01,0.33,13.1,22.9,32.7,17.8,0.28,2.45
1917-02,0.39,22.1,29.2,36.4,22.5,0.54,2.74
1917-03,0.34,25.5,36.2,46.9,20.6,1.11,6.81
1917-04,1.88,35.5,46.7,57.9,30.1,1.63,10.71
1917-05,0.99,45.2,57.7,70.2,35.9,3.00,18.54
1917-06,0.25,49.6,64.2,78.8,37.5,4.12,26.74
1917-07,0.00,56.3,73.7,91.1,42.0,5.93,41.44
1917-08,0.00,56.1,73.3,90.6,42.4,6.02,40.52
1917-09,0.28,49.9,64.4,79.0,41.5,3.37,25.45
1917-10,0.00,37.5,52.9,68.3,33.1,1.51,17.53
1917-11,1.05,32.3,42.3,52.3,33.1,0.46,6.71
1917-12,1.19,27.4,35.4,43.3,29.6,0.37,3.63
1918-01,1.13,25.1,32.5,39.9,24.9,0.60,3.46
1918-02,0.78,23.0,31.8,40.6,23.8,0.48,3.82
1918-03,0.43,31.0,42.9,54.9,29.6,0.83,9.08
1918-04,0.00,36.7,52.5,68.3,28.2,2.11,18.66
1918-05,0.71,42.5,57.5,72.6,33.0,2.80,21.35
1918-06,0.27,55.1,71.8,88.6,40.8,5.72,37.76
1918-07,0.65,59.3,75.2,91.1,44.2,7.06,40.63
1918-08,0.29,55.2,70.2,85.3,44.9,4.68,32.16
1918-09,0.09,52.5,68.8,85.1,42.2,4.11,33.12
1918-10,0.81,41.6,54.4,67.1,39.0,1.27,15.05
1918-11,1.20,30.3,39.3,48.4,29.4,0.63,5.87
1918-12,0.45,25.8,32.5,39.3,25.4,0.57,3.06
1919-01,1.19,20.6,29.4,38.2,23.3,0.29,3.00
1919-02,1.60,25.0,32.7,40.4,25.7,0.53,3.41
1919-03,0.34,31.5,43.1,54.8,27.7,1.12,9.31
1919-04,0.36,38.3,52.8,67.3,31.8,1.94,17.10
1919-05,0.24,44.0,59.3,74.5,34.6,2.97,22.70
1919-06,0.01,48.1,64.8,81.5,37.5,3.73,29.41
1919-07,0.00,57.1,74.8,92.5,42.0,6.92,43.55
1919-08,0.14,56.4,73.2,90.0,43.8,5.45,38.93
1919-09,0.70,47.0,62.2,77.3,40.0,2.70,24.10
1919-10,0.40,34.7,48.0,61.3,31.2,1.12,12.78
1919-11,0.99,27.8,36.6,45.3,27.0,0.63,5.02
1919-12,1.00,11.8,20.0,28.3,16.4,0.23,1.61
1920-01,0.67,18.8,26.2,33.6,21.9,0.35,2.07
1920-02,0.05,25.4,34.4,43.4,24.9,0.61,4.70
1920-03,0.08,30.6,42.9,55.1,27.3,1.10,9.60
1920-04,0.88,35.5,48.3,61.2,29.3,1.68,13.00
1920-05,0.28,41.6,56.6,71.6,32.7,2.61,20.34
1920-06,0.35,49.3,64.3,79.2,38.6,3.83,26.69
1920-07,0.71,61.3,77.0,92.8,44.0,7.88,43.08
1920-08,0.74,58.7,72.9,87.1,45.0,6.36,34.52
1920-09,0.79,48.9,61.9,74.9,41.3,2.99,21.08
1920-10,0.63,39.8,50.5,61.3,36.5,1.35,11.50
1920-11,1.56,30.7,39.8,48.9,29.5,0.68,5.97
1920-12,1.55,26.7,32.8,38.9,26.9,0.56,2.65
1921-01,1.04,23.3,30.7,38.1,24.1,0.50,2.93
1921-02,0.91,27.6,34.5,41.3,27.9,0.58,3.23
1921-03,0.19,33.3,44.1,54.9,29.4,1.25,9.11
1921-04,0.45,37.1,49.5,61.9,30.1,1.93,13.36
1921-05,0.79,47.0,61.1,75.3,36.3,3.41,23.36
1921-06,0.18,54.9,69.1,83.2,41.7,5.34,30.02
1921-07,0.00,56.9,73.1,89.4,42.2,6.25,38.36
1921-08,0.11,57.5,73.3,89.1,44.0,6.34,37.57
1921-09,0.23,44.4,57.9,71.3,37.7,2.44,18.77
1921-10,0.52,40.5,54.0,67.5,35.6,1.69,16.22
1921-11,2.09,27.8,37.2,46.6,29.2,0.42,5.13
1921-12,0.96,22.5,29.2,35.9,22.6,0.49,2.60
1922-01,0.50,8.2,17.0,25.8,14.2,0.23,1.42
1922-02,0.70,16.1,25.2,34.2,18.2,0.39,2.83
1922-03,0.75,28.4,39.0,49.6,25.2,0.99,7.19
1922-04,0.38,36.8,49.0,61.1,29.2,2.04,12.93
1922-05,0.03,44.1,58.6,73.1,34.4,2.99,21.40
1922-06,0.17,57.6,73.6,89.6,41.6,6.87,39.22
1922-07,0.00,61.6,77.5,93.4,43.4,8.93,44.58
1922-08,0.16,59.1,74.1,89.1,45.9,6.36,36.69
1922-09,0.29,50.2,66.2,82.2,40.8,3.69,29.27
1922-10,0.98,42.5,54.9,67.3,37.1,1.81,15.74
1922-11,0.51,30.8,36.7,42.6,28.1,0.83,3.75
1922-12,1.66,15.0,21.6,28.1,17.9,0.37,1.39
1923-01,0.77,26.3,33.5,40.8,26.1,0.61,3.44
1923-02,0.58,17.7,26.3,34.9,18.9,0.41,2.95
1923-03,0.09,30.9,43.2,55.4,26.0,1.26,10.06
1923-04,1.17,40.1,53.0,65.8,31.6,2.35,15.82
1923-05,0.47,46.3,59.8,73.3,36.2,3.33,21.30
1923-06,1.48,53.5,65.8,78.2,43.2,4.30,23.96
1923-07,0.68,60.7,75.8,90.9,46.4,7.17,39.55
1923-08,0.27,59.9,75.0,90.1,45.5,7.42,38.58
1923-09,0.51,51.4,66.8,82.1,40.7,4.25,29.43
1923-10,1.11,41.6,53.2,64.7,36.8,1.57,13.65
1923-11,0.16,31.2,40.6,50.0,31.1,0.58,6.15
1923-12,0.78,23.3,31.2,39.1,25.3,0.37,3.08
1924-01,0.75,13.8,22.6,31.4,17.6,0.33,2.13
1924-02,1.02,31.9,41.1,50.3,31.6,0.68,6.24
1924-03,0.08,31.0,43.4,55.8,26.8,1.20,10.21
1924-04,0.00,36.7,51.2,65.7,28.7,2.09,16.43
1924-05,0.00,50.4,66.7,83.0,35.5,4.65,32.00
1924-06,0.36,54.0,68.6,83.3,39.2,5.62,31.22
1924-07,0.14,57.8,74.4,91.0,43.1,6.74,40.90
1924-08,0.25,56.8,72.0,87.2,44.0,5.73,34.88
1924-09,0.58,49.2,64.4,79.6,39.7,3.50,26.72
1924-10,0.56,39.1,51.6,64.1,36.6,1.19,13.46
1924-11,1.73,29.6,36.8,43.9,29.5,0.60,3.89
1924-12,0.83,15.8,23.7,31.6,16.5,0.41,2.35
1925-01,0.92,19.7,29.0,38.2,25.1,0.12,2.74
1925-02,0.98,31.6,40.0,48.3,31.0,0.74,5.40
1925-03,0.19,32.7,45.4,58.0,29.2,1.17,11.02
1925-04,0.71,41.0,54.8,68.7,34.7,2.06,17.40
1925-05,1.16,48.6,62.6,76.7,38.6,3.54,23.95
1925-06,0.49,54.1,69.0,83.9,41.1,5.09,31.60
1925-07,0.00,61.4,77.8,94.2,43.9,8.07,45.89
1925-08,0.02,55.8,71.6,87.4,43.6,5.30,35.53
1925-09,0.67,47.9,62.5,77.1,42.0,2.52,23.15
1925-10,0.22,34.2,48.9,63.6,32.4,0.95,13.99
1925-11,1.17,27.5,36.3,45.0,29.2,0.37,4.36
1925-12,0.88,31.1,36.1,41.1,30.7,0.65,2.50
1926-01,0.96,26.2,30.6,35.0,25.0,0.67,1.84
1926-02,1.17,32.0,40.6,49.2,31.4,0.69,5.69
1926-03,0.08,33.9,48.3,62.7,29.2,1.38,14.06
1926-04,0.13,42.0,57.2,72.3,33.5,2.51,20.90
1926-05,0.15,43.3,58.2,73.1,36.0,2.49,21.08
1926-06,1.01,53.9,69.7,85.4,40.7,5.21,33.64
1926-07,0.00,60.4,76.8,93.2,42.8,8.30,44.38
1926-08,0.34,56.2,71.6,86.9,44.8,5.15,34.24
1926-09,0.42,42.9,57.1,71.3,37.9,1.96,18.63
1926-10,0.38,39.4,52.1,64.9,36.9,1.19,13.76
1926-11,2.56,32.7,41.1,49.5,32.3,0.64,5.65
1926-12,1.15,21.2,28.0,34.8,23.3,0.39,2.07
1927-01,1.38,20.7,26.3,32.0,21.1,0.48,1.80
1927-02,1.04,27.9,35.1,42.4,27.4,0.63,3.85
1927-03,0.56,31.6,42.3,53.1,28.0,1.11,8.41
1927-04,0.04,35.6,49.2,62.8,28.6,1.83,14.25
1927-05,0.41,43.2,56.3,69.4,35.4,2.50,17.79
1927-06,0.24,54.8,68.3,81.8,41.7,5.34,28.57
1927-07,0.13,58.8,74.4,89.9,42.9,7.23,39.17
1927-08,0.29,56.8,72.1,87.5,44.6,5.68,35.13
1927-09,1.72,47.6,59.6,71.6,42.2,2.30,17.68
1927-10,0.86,38.6,50.5,62.4,38.2,0.79,11.65
1927-11,1.67,30.8,39.0,47.3,32.9,0.33,4.46
1927-12,0.10,16.0,24.1,32.2,15.8,0.45,2.68
1928-01,1.30,21.0,26.7,32.3,22.6,0.44,1.58
1928-02,0.11,25.8,34.6,43.4,24.5,0.69,4.75
1928-03,0.72,32.6,44.7,56.9,30.5,0.94,9.90
1928-04,0.52,35.0,48.2,61.4,29.5,1.64,13.10
1928-05,0.18,48.2,64.3,80.4,36.4,4.05,28.49
1928-06,0.31,53.3,67.3,81.4,40.8,4.85,28.49
1928-07,0.30,60.1,76.3,92.4,45.2,7.22,42.32
1928-08,0.10,54.5,70.9,87.3,42.5,4.98,35.61
1928-09,0.14,47.9,64.2,80.6,38.2,3.42,28.53
1928-10,0.28,38.3,51.0,63.7,35.8,1.17,13.32
