PRISM Time Series Data
Location:  Lat: 47.8690   Lon: -120.6189   Elev: 4688ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1899-06,1.10,35.9,47.6,59.4,32.6,1.54,11.57
1899-07,0.16,44.5,60.3,76.2,36.9,2.89,23.97
1899-08,1.77,40.9,52.2,63.5,39.7,1.13,12.37
1899-09,0.94,44.5,56.3,68.0,34.6,3.22,17.44
1899-10,3.59,31.7,39.0,46.3,28.7,1.12,5.53
1899-11,8.79,32.2,38.8,45.3,29.7,1.07,4.50
1899-12,6.67,22.9,28.8,34.6,21.0,0.80,2.58
1900-01,7.15,23.5,30.7,38.0,22.2,0.77,3.38
1900-02,5.82,19.9,26.8,33.6,17.4,0.75,2.97
1900-03,3.45,27.7,36.4,45.1,23.5,1.20,5.95
1900-04,1.32,32.2,42.2,52.3,24.8,1.82,8.98
1900-05,1.89,38.4,47.8,57.2,30.7,2.27,11.53
1900-06,0.85,46.0,56.6,67.2,35.3,3.60,16.48
1900-07,0.22,43.5,57.5,71.5,36.2,2.57,19.60
1900-08,0.89,40.9,52.8,64.7,38.4,1.36,14.14
1900-09,1.75,39.3,49.3,59.3,34.0,1.91,11.32
1900-10,5.93,31.5,38.7,45.9,29.0,1.09,5.06
1900-11,5.44,20.2,27.1,33.9,21.8,0.44,2.23
1900-12,7.07,26.1,30.7,35.2,24.8,0.80,1.87
1901-01,8.87,18.2,23.7,29.2,17.3,0.62,1.66
1901-02,5.95,19.3,27.0,34.7,17.2,0.68,3.18
1901-03,2.54,22.9,31.6,40.4,20.9,0.89,4.66
1901-04,1.64,25.3,36.2,47.1,20.7,1.22,7.11
1901-05,1.38,33.8,45.9,57.9,31.1,1.21,11.03
1901-06,1.14,35.8,46.5,57.3,32.0,1.47,10.23
1901-07,0.24,41.3,55.5,69.7,36.4,1.92,18.19
1901-08,0.09,46.9,62.3,77.7,38.5,3.15,25.31
1901-09,1.44,38.5,48.3,58.0,33.9,1.72,10.30
1901-10,2.27,36.5,47.1,57.7,30.5,1.84,10.94
1901-11,9.50,26.3,33.0,39.6,26.5,0.59,2.85
1901-12,7.12,19.5,25.9,32.3,21.1,0.43,1.83
1902-01,4.47,16.2,22.6,28.9,16.3,0.56,1.85
1902-02,5.87,21.0,28.4,35.9,21.3,0.55,2.89
1902-03,3.08,21.8,30.7,39.5,19.8,0.87,4.35
1902-04,2.42,28.3,37.0,45.7,22.7,1.42,6.31
1902-05,2.04,36.6,46.1,55.6,31.4,1.71,8.95
1902-06,0.33,35.3,49.0,62.6,32.1,1.31,13.62
1902-07,1.27,41.2,54.2,67.2,38.1,1.43,15.04
1902-08,0.34,43.4,57.3,71.3,37.2,2.24,19.41
1902-09,0.85,38.0,50.0,62.0,31.6,2.04,13.23
1902-10,1.46,35.0,45.1,55.1,28.3,1.84,9.68
1902-11,11.59,26.3,31.2,36.2,23.5,0.94,2.57
1902-12,12.42,17.7,23.7,29.8,19.0,0.46,1.58
1903-01,12.63,20.4,25.9,31.4,20.4,0.58,1.65
1903-02,3.29,13.9,22.6,31.2,12.7,0.61,2.91
1903-03,3.54,19.7,28.4,37.2,17.5,0.81,4.04
1903-04,1.39,25.0,35.3,45.6,21.0,1.18,6.59
1903-05,1.40,32.2,44.5,56.9,27.5,1.41,10.76
1903-06,0.98,41.8,55.4,69.0,35.9,2.11,17.75
1903-07,0.71,43.9,55.8,67.6,37.5,2.38,16.23
1903-08,0.84,45.2,56.7,68.3,38.9,2.41,16.34
1903-09,2.25,40.5,48.8,57.1,32.7,2.40,10.15
1903-10,4.44,34.9,42.6,50.4,28.0,1.88,7.09
1903-11,8.50,24.1,28.8,33.6,23.8,0.63,1.75
1903-12,3.05,19.9,24.7,29.5,20.8,0.46,1.13
1904-01,7.36,17.9,25.2,32.6,19.4,0.47,2.14
1904-02,8.41,15.2,23.7,32.2,17.2,0.44,2.57
1904-03,7.32,16.5,25.6,34.7,18.9,0.49,2.98
1904-04,2.04,29.7,40.3,50.9,24.6,1.42,8.42
1904-05,0.50,31.9,44.0,56.2,27.4,1.39,10.59
1904-06,0.98,37.4,50.6,63.7,32.1,1.85,14.37
1904-07,0.54,45.7,58.0,70.2,38.8,2.65,17.95
1904-08,0.35,46.8,60.4,74.0,37.0,3.39,22.17
1904-09,0.47,41.4,53.6,65.8,32.7,2.74,15.83
1904-10,2.13,34.0,43.1,52.1,29.4,1.50,7.92
1904-11,7.35,29.7,36.1,42.5,27.2,0.94,3.83
1904-12,6.39,21.3,26.9,32.6,21.2,0.56,1.72
1905-01,5.18,17.6,23.9,30.2,18.1,0.56,2.03
1905-02,2.55,16.6,24.7,32.9,14.5,0.69,3.09
1905-03,3.01,27.0,35.1,43.2,23.7,1.07,5.16
1905-04,0.81,28.2,39.7,51.2,23.3,1.34,8.65
1905-05,2.17,31.6,43.2,54.7,28.6,1.16,9.51
1905-06,2.83,38.9,50.0,61.2,35.0,1.61,11.96
1905-07,0.26,45.2,59.1,73.0,37.0,2.91,21.06
1905-08,0.64,43.0,56.5,70.0,37.8,2.12,18.52
1905-09,1.78,40.5,51.2,61.9,35.2,1.98,12.58
1905-10,6.72,26.9,34.1,41.4,25.1,0.91,4.07
1905-11,3.34,24.6,31.7,38.7,21.7,0.96,3.75
1905-12,7.17,20.2,26.0,31.9,19.3,0.65,1.97
1906-01,7.29,18.7,25.2,31.8,19.4,0.48,1.85
1906-02,3.01,21.6,28.7,35.8,20.3,0.71,2.99
1906-03,1.03,18.7,27.3,35.9,16.8,0.77,3.74
1906-04,0.41,31.1,42.9,54.8,24.0,1.80,10.49
1906-05,2.59,34.7,44.9,55.1,30.1,1.52,9.48
1906-06,1.63,35.8,46.8,57.7,33.5,1.19,10.25
1906-07,0.09,52.6,65.9,79.1,38.3,5.51,26.73
1906-08,0.26,45.7,58.5,71.4,38.6,2.71,19.14
1906-09,1.30,41.3,52.4,63.5,34.1,2.46,14.33
1906-10,5.57,33.9,42.7,51.5,28.9,1.59,7.90
1906-11,13.61,23.3,30.9,38.5,23.5,0.61,3.38
1906-12,7.51,17.9,25.8,33.7,22.1,0.27,1.99
1907-01,6.58,3.3,13.0,22.7,9.3,0.26,1.54
1907-02,6.64,20.3,28.3,36.4,20.7,0.58,3.28
1907-03,2.27,17.6,26.6,35.7,20.4,0.54,3.07
1907-04,3.86,23.6,35.2,46.8,21.7,0.98,6.96
1907-05,1.28,33.8,46.4,59.1,28.6,1.60,12.00
1907-06,1.22,38.0,49.1,60.2,34.9,1.42,11.50
1907-07,0.57,45.4,58.2,71.0,38.2,2.76,18.41
1907-08,0.86,41.7,52.7,63.8,38.6,1.54,12.96
1907-09,1.44,42.6,52.2,61.9,34.0,2.75,12.65
1907-10,0.48,38.2,48.3,58.5,29.5,2.30,11.61
1907-11,7.46,27.6,34.8,41.9,25.0,0.96,4.20
1907-12,8.83,20.6,26.9,33.2,22.1,0.39,1.72
1908-01,4.43,16.9,24.3,31.7,19.4,0.33,1.78
1908-02,4.62,19.0,26.5,33.9,17.8,0.66,2.97
1908-03,8.08,21.6,29.7,37.8,19.3,0.88,3.78
1908-04,2.16,27.0,38.3,49.5,22.1,1.35,7.82
1908-05,1.82,30.6,41.4,52.2,28.3,1.08,8.56
1908-06,0.49,37.2,49.6,62.0,33.1,1.60,12.55
1908-07,1.29,46.0,59.3,72.5,37.6,3.15,20.01
1908-08,0.42,45.2,57.9,70.6,37.6,2.80,18.76
1908-09,0.04,40.9,52.6,64.3,33.1,2.46,14.68
1908-10,2.60,34.9,41.9,48.9,28.2,1.73,6.94
1908-11,3.82,29.9,36.1,42.3,25.0,1.36,4.54
1908-12,5.48,15.7,22.1,28.5,18.2,0.30,1.08
1909-01,5.18,5.4,12.5,19.6,11.7,0.10,0.54
1909-02,4.33,24.0,29.4,34.8,19.8,1.02,2.89
1909-03,2.53,23.7,32.2,40.7,19.5,1.09,4.99
1909-04,0.77,26.9,36.5,46.1,19.2,1.61,6.98
1909-05,0.96,32.9,43.6,54.3,26.5,1.69,9.47
1909-06,0.63,41.9,52.6,63.3,33.6,2.68,13.79
1909-07,0.67,43.5,55.5,67.4,39.0,1.97,15.69
1909-08,0.04,44.2,57.2,70.3,35.5,2.93,19.13
1909-09,1.35,44.8,55.4,66.1,35.4,3.18,15.74
1909-10,1.54,34.9,42.0,49.2,27.7,1.89,7.01
1909-11,16.09,27.8,32.1,36.4,25.5,0.92,1.99
1909-12,4.13,12.8,19.0,25.3,13.8,0.46,1.42
1910-01,5.02,14.3,21.3,28.2,15.2,0.44,1.53
1910-02,6.51,11.3,19.6,27.9,13.5,0.38,2.08
1910-03,4.53,27.5,36.2,44.8,23.8,1.17,5.44
1910-04,0.87,30.7,41.1,51.5,25.1,1.54,8.27
1910-05,0.88,34.4,48.2,62.0,29.2,1.63,13.70
1910-06,0.99,37.9,49.8,61.8,31.8,1.96,12.96
1910-07,0.00,46.8,59.9,73.0,36.5,3.65,20.81
1910-08,0.17,44.0,55.4,66.9,34.6,3.11,16.76
1910-09,0.94,39.5,50.0,60.4,33.6,2.10,12.16
1910-10,3.89,34.9,43.0,51.0,29.9,1.62,7.36
1910-11,8.83,25.1,31.5,37.9,25.0,0.64,2.83
1910-12,3.75,21.9,27.3,32.7,21.7,0.61,1.73
1911-01,4.14,13.5,20.9,28.2,15.0,0.43,2.07
1911-02,1.92,15.4,23.2,31.0,14.1,0.62,2.86
1911-03,1.26,23.8,33.8,43.8,19.8,1.05,6.02
1911-04,0.37,26.5,37.9,49.3,19.4,1.53,8.54
1911-05,2.65,32.6,42.5,52.4,27.7,1.47,8.28
1911-06,0.83,39.8,51.6,63.4,34.6,1.95,14.28
1911-07,0.00,47.1,60.3,73.5,36.2,3.89,21.41
1911-08,0.58,45.6,57.7,69.8,37.0,2.99,18.03
1911-09,2.52,40.1,48.6,57.1,32.7,2.41,10.23
1911-10,0.45,31.6,41.2,50.7,26.0,1.50,8.02
1911-11,8.58,20.4,27.8,35.2,20.4,0.58,2.90
1911-12,4.57,19.1,25.6,32.1,18.4,0.58,2.26
1912-01,7.73,15.3,21.8,28.2,16.5,0.44,1.78
1912-02,3.35,22.4,28.8,35.2,20.6,0.82,3.00
1912-03,1.90,20.1,29.2,38.3,15.2,1.03,4.68
1912-04,1.50,29.3,38.0,46.7,23.0,1.53,6.77
1912-05,1.48,36.0,47.0,57.9,29.6,1.92,11.02
1912-06,1.18,41.8,53.8,65.8,33.8,2.62,15.65
1912-07,0.60,45.6,56.9,68.2,37.9,2.86,16.34
1912-08,1.69,44.7,54.7,64.8,39.6,2.09,13.41
1912-09,0.45,39.9,49.7,59.4,31.3,2.46,11.64
1912-10,2.91,31.0,37.9,44.8,26.1,1.37,5.45
1912-11,5.60,27.9,32.9,37.8,25.5,0.94,2.47
1912-12,8.02,20.7,27.2,33.8,20.2,0.61,2.28
1913-01,6.77,11.7,18.8,25.9,12.8,0.44,1.63
1913-02,2.13,13.5,20.7,28.0,11.5,0.66,2.36
1913-03,2.95,20.2,27.0,33.8,16.1,0.97,3.21
1913-04,0.85,28.0,38.6,49.2,22.6,1.43,7.89
1913-05,1.72,34.0,44.5,55.1,29.0,1.51,9.29
1913-06,1.73,44.8,53.4,61.9,36.7,2.85,12.19
1913-07,0.24,47.5,58.2,68.9,37.8,3.52,16.94
1913-08,0.30,48.0,60.0,71.9,39.0,3.51,19.56
1913-09,1.13,40.8,51.7,62.5,32.2,2.64,13.89
1913-10,2.82,32.0,38.9,45.9,27.1,1.42,5.59
1913-11,5.82,24.8,30.9,37.0,25.9,0.47,2.11
1913-12,2.55,21.0,27.1,33.2,18.5,0.83,2.36
1914-01,10.03,21.7,28.9,36.0,21.8,0.56,2.73
1914-02,3.54,20.8,27.9,35.0,17.4,0.83,3.29
1914-03,3.20,23.5,34.4,45.3,21.1,0.91,6.21
1914-04,1.79,30.7,40.5,50.4,24.2,1.62,8.15
1914-05,0.55,36.6,47.6,58.7,28.1,2.26,11.83
1914-06,1.44,42.4,52.0,61.5,34.0,2.74,12.60
1914-07,0.29,47.8,60.4,73.0,36.9,3.76,20.71
1914-08,0.00,50.2,61.8,73.3,36.4,4.91,21.99
1914-09,2.54,40.3,49.0,57.6,33.0,2.32,10.27
1914-10,3.37,36.9,43.0,49.1,30.7,1.86,6.23
1914-11,7.31,27.3,33.2,39.0,24.8,0.98,3.10
1914-12,2.53,13.1,18.6,24.1,12.1,0.57,1.50
1915-01,2.26,15.8,21.6,27.5,15.0,0.60,1.53
1915-02,2.32,25.7,30.5,35.3,20.9,1.09,2.80
1915-03,2.93,27.5,35.9,44.3,22.1,1.27,5.76
1915-04,1.70,34.1,44.0,54.0,26.0,2.02,9.57
1915-05,2.74,37.9,45.5,53.1,31.3,2.00,8.03
1915-06,0.31,40.9,51.8,62.7,32.7,2.56,13.53
1915-07,1.30,46.7,57.6,68.5,39.1,2.97,16.36
1915-08,0.05,51.0,64.0,76.9,38.0,4.79,24.82
1915-09,0.46,42.1,51.9,61.8,32.9,2.80,12.96
1915-10,5.77,35.6,43.0,50.4,28.2,1.97,7.33
1915-11,10.29,21.6,27.4,33.2,22.4,0.50,1.75
1915-12,11.86,20.2,27.6,35.1,19.9,0.61,2.74
1916-01,6.06,4.1,11.1,18.1,4.2,0.40,1.17
1916-02,10.18,18.5,24.7,30.9,17.5,0.63,2.27
1916-03,10.45,24.7,30.6,36.4,21.5,1.01,3.05
1916-04,1.12,30.9,39.3,47.7,22.4,1.91,7.24
1916-05,1.04,31.0,40.9,50.9,25.3,1.55,8.23
1916-06,1.58,37.3,48.5,59.8,33.3,1.50,11.49
1916-07,1.14,43.7,53.4,63.1,38.1,2.15,12.65
1916-08,0.19,46.0,58.8,71.7,37.0,3.22,19.83
1916-09,0.32,40.9,52.0,63.2,31.9,2.71,14.41
1916-10,2.13,30.8,41.2,51.7,23.5,1.59,9.03
1916-11,5.88,21.3,27.3,33.3,18.7,0.86,2.42
1916-12,4.12,12.7,19.9,27.0,13.4,0.48,1.86
1917-01,5.49,13.8,21.5,29.1,13.0,0.59,2.31
1917-02,3.13,17.1,23.1,29.2,14.7,0.64,2.17
1917-03,9.70,17.6,24.6,31.7,13.4,0.93,2.96
1917-04,4.04,27.1,34.5,42.0,22.6,1.24,4.95
1917-05,0.87,33.7,43.9,54.0,28.5,1.62,9.01
1917-06,1.29,36.0,48.1,60.2,31.1,1.57,12.41
1917-07,0.25,46.1,59.8,73.4,35.8,3.47,21.95
1917-08,0.03,47.0,60.7,74.5,36.0,3.82,22.84
1917-09,0.79,42.8,53.4,64.0,35.1,2.58,14.03
1917-10,0.87,33.8,44.4,54.9,25.9,2.02,10.19
1917-11,3.90,29.9,35.8,41.7,26.7,1.07,3.56
1917-12,21.59,21.6,29.1,36.6,23.2,0.45,2.76
1918-01,7.90,22.6,27.9,33.2,19.5,0.87,2.40
1918-02,6.43,15.9,23.1,30.3,16.2,0.51,2.21
1918-03,3.48,23.0,31.3,39.5,20.9,0.86,4.14
1918-04,0.52,27.0,39.5,52.1,19.7,1.57,9.66
1918-05,1.46,32.9,43.5,54.0,25.1,1.93,10.19
1918-06,0.32,43.3,56.1,68.9,33.9,2.99,18.58
1918-07,1.51,48.2,59.5,70.7,37.8,3.75,18.53
1918-08,1.11,46.4,56.7,66.9,38.9,2.88,15.23
1918-09,0.34,47.1,58.9,70.7,35.6,3.78,19.27
1918-10,7.09,35.7,43.3,51.0,31.3,1.55,7.16
1918-11,4.35,25.0,31.9,38.8,22.8,0.83,3.43
1918-12,9.72,20.2,26.7,33.2,19.6,0.63,2.15
1919-01,15.61,18.0,25.5,33.0,19.0,0.40,2.17
1919-02,5.89,16.5,24.4,32.3,17.6,0.50,2.52
1919-03,6.97,22.2,30.8,39.3,18.7,0.95,4.63
1919-04,1.75,28.2,38.5,48.9,23.4,1.33,7.30
1919-05,2.00,31.8,43.4,55.0,27.2,1.38,9.44
1919-06,0.46,37.5,49.5,61.4,30.6,2.08,13.05
1919-07,0.20,45.7,59.4,73.2,35.8,3.49,21.68
1919-08,0.38,46.4,59.2,72.0,37.5,3.03,20.20
1919-09,1.50,42.2,51.8,61.4,33.3,2.83,12.61
1919-10,1.58,30.2,38.8,47.5,24.1,1.30,6.85
1919-11,6.13,23.3,28.9,34.5,20.9,0.82,2.70
1919-12,4.62,11.5,18.5,25.5,12.5,0.47,1.60
1920-01,8.52,17.3,24.0,30.6,16.5,0.60,2.16
1920-02,0.99,20.4,28.6,36.8,16.9,0.88,4.00
1920-03,5.24,23.7,32.0,40.2,19.3,1.09,4.78
1920-04,1.69,26.7,34.9,43.1,21.0,1.35,5.46
1920-05,1.15,31.5,42.5,53.6,25.6,1.60,9.46
1920-06,1.14,37.8,49.3,60.7,32.3,1.80,12.15
1920-07,1.41,46.9,60.3,73.7,37.3,3.40,21.75
1920-08,1.51,47.1,59.5,72.0,38.6,3.20,20.20
1920-09,3.68,40.6,50.0,59.4,34.7,2.06,10.60
1920-10,5.44,32.6,38.9,45.3,29.0,1.31,4.87
1920-11,6.10,25.3,31.4,37.5,23.0,0.86,3.17
1920-12,10.54,21.0,26.5,32.0,21.8,0.50,1.52
1921-01,12.06,17.5,24.3,31.1,19.3,0.40,1.74
1921-02,5.49,19.7,26.3,32.8,20.1,0.54,2.09
1921-03,7.62,23.1,30.7,38.3,20.8,0.92,3.83
1921-04,2.70,25.4,34.9,44.4,21.8,1.11,6.07
1921-05,1.63,33.2,45.1,57.0,28.4,1.50,10.64
1921-06,1.04,41.1,52.1,63.2,35.1,2.05,13.47
1921-07,0.02,43.0,56.3,69.6,36.0,2.48,18.69
1921-08,0.24,45.3,57.9,70.5,37.5,2.82,18.71
1921-09,2.65,38.0,46.8,55.7,31.3,2.11,9.68
1921-10,3.95,35.4,44.3,53.1,28.0,2.03,8.59
1921-11,10.49,23.5,30.3,37.0,23.2,0.64,3.02
1921-12,8.63,16.5,22.9,29.3,17.5,0.48,1.83
1922-01,2.70,8.1,16.0,23.9,10.2,0.38,1.57
1922-02,3.14,10.6,19.3,27.9,11.8,0.43,2.27
1922-03,4.51,18.7,26.1,33.5,17.2,0.72,3.00
1922-04,1.06,26.3,35.2,44.2,21.0,1.32,6.00
1922-05,0.97,31.6,42.9,54.3,27.1,1.42,9.64
1922-06,0.01,42.4,56.2,70.0,34.7,2.57,18.89
1922-07,0.00,46.5,60.0,73.4,36.8,3.51,21.40
1922-08,1.21,46.7,58.9,71.0,39.7,2.75,18.99
1922-09,1.24,42.1,53.7,65.3,33.8,2.71,15.81
1922-10,3.40,34.8,43.6,52.3,29.2,1.68,7.75
1922-11,2.87,23.4,28.0,32.5,21.1,0.86,1.85
1922-12,9.41,11.6,18.5,25.4,14.4,0.35,1.48
1923-01,14.71,20.1,26.2,32.3,20.4,0.58,1.80
1923-02,2.29,13.7,21.6,29.5,11.6,0.67,2.65
1923-03,4.43,22.0,30.3,38.6,17.8,1.05,4.43
1923-04,2.48,29.0,39.1,49.2,23.3,1.48,7.96
1923-05,1.74,33.8,44.2,54.6,28.8,1.54,9.24
1923-06,1.28,39.4,49.8,60.2,36.0,1.43,10.67
1923-07,0.97,46.6,58.9,71.3,39.6,2.83,19.13
1923-08,1.49,46.9,59.4,71.9,39.4,2.84,19.01
1923-09,0.55,42.2,54.2,66.2,33.8,2.75,16.31
1923-10,3.33,33.7,41.8,49.9,29.0,1.45,6.98
1923-11,5.87,27.7,34.2,40.7,24.7,1.01,3.67
1923-12,11.10,19.2,26.1,33.0,19.9,0.50,2.26
1924-01,6.79,12.9,20.6,28.3,13.4,0.46,2.04
1924-02,8.47,23.9,31.3,38.7,23.6,0.65,3.49
1924-03,0.80,23.2,31.6,40.0,18.5,1.09,4.77
1924-04,1.09,27.0,37.9,48.8,20.5,1.46,7.91
1924-05,0.19,36.7,50.6,64.5,27.5,2.41,15.95
1924-06,0.70,40.0,52.0,64.0,32.4,2.40,15.02
1924-07,0.18,43.9,57.9,71.9,36.4,2.68,20.10
1924-08,0.38,43.7,56.8,70.0,37.2,2.41,18.50
1924-09,1.01,38.5,51.1,63.7,32.6,1.94,14.53
1924-10,4.21,34.4,41.5,48.6,29.1,1.61,6.30
1924-11,8.12,24.0,28.8,33.5,22.9,0.74,1.82
1924-12,6.31,10.8,19.2,27.7,11.4,0.46,2.21
1925-01,14.09,20.4,26.7,33.1,19.9,0.63,2.25
1925-02,7.22,24.4,31.1,37.8,23.0,0.81,3.12
1925-03,2.28,24.3,32.4,40.5,20.5,1.07,4.57
1925-04,0.94,30.7,40.6,50.4,25.8,1.44,7.87
1925-05,1.51,37.1,48.8,60.4,30.6,1.97,12.44
1925-06,1.10,40.8,52.9,65.2,34.4,2.21,14.89
1925-07,0.05,48.8,62.4,75.9,37.6,4.15,23.82
1925-08,0.12,44.7,57.2,69.7,37.8,2.43,17.71
1925-09,0.74,42.7,52.5,62.2,34.9,2.69,13.25
1925-10,2.75,32.1,42.2,52.2,25.4,1.61,8.74
1925-11,4.08,24.2,30.3,36.4,23.2,0.70,2.47
1925-12,5.94,25.9,31.3,36.7,24.6,0.78,2.40
1926-01,4.47,19.8,25.1,30.3,19.6,0.57,1.54
1926-02,6.77,25.3,31.8,38.3,23.7,0.82,3.14
1926-03,0.94,26.6,37.4,48.2,20.8,1.37,7.71
1926-04,1.77,32.1,43.9,55.8,25.1,1.73,10.59
1926-05,1.42,34.1,44.6,55.1,29.3,1.56,9.61
1926-06,0.26,41.9,54.8,67.7,33.9,2.55,16.99
1926-07,0.00,46.8,60.7,74.6,36.6,3.67,22.72
1926-08,0.98,45.4,57.5,69.6,38.5,2.68,18.12
1926-09,2.44,36.9,46.5,56.0,30.9,1.89,9.73
1926-10,4.76,33.6,41.5,49.4,29.3,1.42,6.66
1926-11,5.54,28.6,34.1,39.5,25.8,0.99,3.27
1926-12,5.55,18.3,25.2,32.0,18.4,0.54,2.18
1927-01,6.30,16.6,22.4,28.1,16.6,0.56,1.66
1927-02,9.60,20.5,27.3,34.0,19.7,0.66,2.83
1927-03,3.30,22.0,29.5,37.0,19.3,0.91,3.59
1927-04,1.27,25.5,35.0,44.4,20.5,1.29,6.11
1927-05,2.17,30.7,40.5,50.3,27.8,1.13,7.39
1927-06,0.56,40.2,51.4,62.5,34.9,1.95,12.94
1927-07,0.22,46.3,58.4,70.6,36.7,3.35,19.14
1927-08,1.35,46.5,58.3,70.1,38.7,2.95,18.14
1927-09,2.32,41.8,49.5,57.3,35.6,2.19,8.99
1927-10,4.18,34.7,41.3,47.8,29.9,1.57,5.70
1927-11,12.54,26.0,31.2,36.3,25.6,0.69,2.35
1927-12,5.74,12.4,19.8,27.1,11.9,0.53,2.10
1928-01,5.36,19.1,24.2,29.2,17.7,0.67,1.63
1928-02,1.02,19.9,27.7,35.4,16.8,0.87,3.56
1928-03,4.70,24.6,32.2,39.8,22.6,0.87,4.00
1928-04,2.94,26.2,35.6,45.0,21.7,1.27,6.21
1928-05,0.93,37.2,49.9,62.6,28.7,2.30,14.43
1928-06,1.06,40.5,50.5,60.5,33.8,2.22,12.09
1928-07,0.77,48.7,60.3,71.9,38.9,3.64,19.54
1928-08,0.46,46.7,57.9,69.2,36.3,3.53,17.99
1928-09,0.52,43.4,53.9,64.4,31.2,3.50,15.52
1928-10,3.05,34.0,41.5,49.0,27.9,1.70,6.99
