"Year","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Season"
"1924-1925","M","M","M","T","11.9","11.5","16.0","6.0","4.0","0.0","0.0","M","M"
"1925-1926","M","M","M","M","9.0","6.0","M","7.0","0.0","2.0","M","M","M"
"1926-1927","M","M","M","M","9.5","10.5","M","12.0","M","M","M","M","M"
"1927-1928","M","M","M","M","14.8","M","M","M","M","M","M","M","M"
"1928-1929","M","M","M","M","M","M","M","M","M","M","M","M","M"
"1929-1930","M","M","M","M","M","M","M","M","M","M","M","M","M"
"1930-1931","0.0","T","M","1.2","4.4","M","M","M","M","0.0","0.0","0.0","M"
"1931-1932","0.0","0.0","0.0","0.0","M","M","M","M","2.0","0.0","0.0","0.0","M"
"1932-1933","0.0","0.0","0.0","0.0","3.5","8.5","M","M","6.2","12.5","0.0","0.0","M"
"1933-1934","0.0","0.0","0.0","3.0","0.0","23.0","M","0.2","1.0","0.0","0.0","0.0","M"
"1934-1935","0.0","0.0","4.0","0.0","3.5","M","M","M","14.5","1.5","0.0","0.0","M"
"1935-1936","0.0","0.0","0.0","0.0","M","M","M","M","4.8","0.0","0.0","0.0","M"
"1936-1937","0.0","0.0","0.0","0.0","0.0","12.3","M","M","M","3.0","0.0","0.0","M"
"1937-1938","0.0","0.0","0.0","0.0","8.0","M","M","M","4.0","0.0","0.0","0.0","M"
"1938-1939","0.0","0.0","0.0","0.0","3.0","M","3.0","M","6.9","1.0","0.0","0.0","M"
"1939-1940","0.0","0.0","0.0","3.0","0.0","8.7","M","M","M","0.0","0.0","0.0","M"
"1940-1941","0.0","0.0","0.0","0.0","3.3","M","M","M","M","0.0","0.0","0.0","M"
"1941-1942","0.0","0.0","0.0","0.0","2.0","12.5","M","16.3","M","0.0","0.0","0.0","M"
"1942-1943","0.0","0.0","0.0","0.0","M","M","M","M","0.0","0.0","1.0","0.0","M"
"1943-1944","0.0","0.0","0.0","3.0","1.4","2.0","M","M","M","0.0","T","0.0","M"
"1944-1945","T","0.0","0.0","0.0","10.5","M","M","M","M","0.0","0.0","0.0","M"
"1945-1946","0.0","0.0","0.0","0.0","M","M","M","M","M","0.0","0.0","0.0","M"
"1946-1947","0.0","0.0","M","T","M","M","T","T","0.0","T","0.0","0.0","M"
"1947-1948","0.0","0.0","0.0","0.0","T","4.0","9.5","T","T","T","0.0","0.0","13.5"
"1948-1949","0.0","0.0","0.0","T","9.5","26.5","4.5","T","T","T","0.0","0.0","40.5"
"1949-1950","0.0","0.0","0.0","0.0","0.0","M","M","M","T","0.0","T","0.0","M"
"1950-1951","0.0","0.0","0.0","0.0","M","M","M","M","M","0.0","0.0","0.0","M"
"1951-1952","0.0","0.0","0.0","T","T","M","M","M","T","T","0.0","0.0","M"
"1952-1953","0.0","0.0","0.0","0.0","0.0","M","M","M","T","T","T","0.0","M"
"1953-1954","0.0","0.0","0.0","0.0","M","T","M","0.0","M","T","0.0","0.0","M"
"1954-1955","0.0","0.0","0.0","0.0","T","0.0","M","M","T","T","T","0.0","M"
"1955-1956","0.0","0.0","0.0","T","M","M","M","M","T","T","0.0","0.0","M"
"1956-1957","0.0","0.0","0.0","T","M","0.0","M","M","M","0.0","0.0","0.0","M"
"1957-1958","0.0","0.0","0.0","M","M","M","0.0","M","0.0","0.0","0.0","0.0","M"
"1958-1959","0.0","0.0","0.0","0.0","0.0","M","M","M","0.0","0.0","0.0","0.0","M"
"1959-1960","0.0","0.0","0.0","0.0","M","M","M","M","T","T","0.0","0.0","M"
"1960-1961","0.0","0.0","0.0","0.0","M","M","0.0","M","M","0.0","0.0","0.0","M"
"1961-1962","M","0.0","0.0","T","M","M","M","M","M","0.0","0.0","0.0","M"
"1962-1963","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","M","M","0.0","M"
"1963-1964","0.0","0.0","0.0","0.0","2.5","17.8","22.6","2.9","1.7","5.1","0.0","0.0","52.6"
"1964-1965","0.0","0.0","0.0","0.0","9.7","27.5","12.3","3.5","3.8","0.0","T","0.0","56.8"
"1965-1966","0.0","0.0","0.0","0.0","10.0","8.0","21.4","T","15.0","0.0","0.0","0.0","54.4"
"1966-1967","0.0","0.0","0.0","1.0","1.0","3.0","5.0","T","2.0","3.0","0.0","0.0","15.0"
"1967-1968","0.0","0.0","0.0","0.0","1.0","M","24.0","1.5","0.0","0.0","0.0","0.0","M"
"1968-1969","0.0","0.0","0.0","0.0","M","33.0","27.0","M","M","0.0","0.0","0.0","M"
"1969-1970","0.0","0.0","0.0","0.0","0.0","30.0","M","0.0","M","M","0.0","0.0","M"
"1970-1971","0.0","0.0","0.0","T","14.8","36.6","25.8","0.0","12.6","M","0.0","0.0","M"
"1971-1972","0.0","0.0","0.0","1.0","12.0","45.5","17.0","5.0","10.5","T","0.0","0.0","91.0"
"1972-1973","0.0","0.0","0.0","1.0","T","6.3","9.0","1.0","T","0.0","0.0","0.0","17.3"
"1973-1974","0.0","0.0","0.0","0.0","36.0","27.3","12.3","8.0","3.0","0.0","0.0","0.0","86.6"
"1974-1975","0.0","0.0","0.0","0.0","1.0","10.0","22.5","17.5","5.0","2.5","0.0","0.0","58.5"
"1975-1976","0.0","0.0","0.0","M","6.5","12.6","M","13.0","T","0.0","0.0","0.0","M"
"1976-1977","0.0","0.0","0.0","0.0","0.0","2.0","1.6","2.5","7.4","0.0","0.0","0.0","13.5"
"1977-1978","0.0","0.0","0.0","0.0","M","14.8","12.5","11.3","T","0.0","T","0.0","M"
"1978-1979","0.0","0.0","0.0","0.0","7.5","5.0","7.3","7.0","0.3","M","M","M","M"
"1979-1980","M","0.0","0.0","0.0","6.0","18.5","M","8.0","2.0","T","0.0","0.0","M"
"1980-1981","0.0","0.0","0.0","0.0","1.0","16.7","11.5","2.4","0.0","0.5","0.0","0.0","32.1"
"1981-1982","0.0","0.0","0.0","0.0","0.8","17.3","M","M","M","0.0","0.0","0.0","M"
"1982-1983","0.0","0.0","0.0","0.0","13.3","30.8","13.6","7.8","0.0","T","0.0","0.0","65.5"
"1983-1984","0.0","0.0","0.0","0.0","5.3","M","5.3","11.1","0.0","0.0","0.0","0.0","M"
"1984-1985","0.0","0.0","0.0","0.0","20.6","3.8","2.5","10.8","9.7","T","0.0","0.0","47.4"
"1985-1986","0.0","0.0","0.0","T","9.4","12.6","27.8","17.1","T","0.0","0.0","0.0","M"
"1986-1987","0.0","0.0","0.0","0.0","6.6","M","10.9","5.0","T","0.0","0.0","M","M"
"1987-1988","M","0.0","0.0","0.0","1.3","M","M","T","0.5","0.0","M","0.0","M"
"1988-1989","0.0","0.0","0.0","0.0","8.5","M","T","M","M","T","0.0","0.0","M"
"1989-1990","0.0","M","M","0.0","3.5","0.0","8.2","6.2","0.0","0.0","0.0","0.0","M"
"1990-1991","0.0","0.0","M","M","M","M","M","0.0","6.8","0.0","0.0","0.0","M"
"1991-1992","0.0","0.0","0.0","4.0","M","M","M","6.3","0.0","0.0","0.0","0.0","M"
"1992-1993","0.0","0.0","0.0","0.0","8.0","32.1","14.8","4.3","6.3","0.0","0.0","0.0","M"
"1993-1994","0.0","0.0","0.0","0.0","1.5","18.3","2.5","2.7","M","0.0","0.0","0.0","M"
"1994-1995","0.0","0.0","0.0","4.0","12.8","9.4","M","5.9","M","1.5","0.0","0.0","M"
"1995-1996","0.0","0.0","0.0","0.0","17.1","16.3","16.7","5.4","M","T","0.0","0.0","M"
"1996-1997","0.0","0.0","0.0","0.0","M","41.6","6.9","7.5","12.0","T","0.0","0.0","M"
"1997-1998","0.0","0.0","0.0","0.0","5.8","4.4","17.8","5.3","3.8","0.0","0.0","M","M"
"1998-1999","0.0","0.0","0.0","0.0","3.0","11.5","19.5","10.0","4.3","T","0.0","0.0","M"
"1999-2000","0.0","0.0","0.0","0.8","0.8","4.8","M","5.0","2.0","0.0","0.0","0.0","M"
"2000-2001","0.0","0.0","0.0","0.0","4.5","11.8","4.0","8.0","2.0","0.5","0.0","0.0","M"
"2001-2002","0.0","0.0","0.0","0.0","10.5","M","1.0","M","M","0.0","0.0","0.0","M"
"2002-2003","0.0","0.0","0.0","0.0","0.0","M","12.3","0.0","1.0","1.0","0.0","0.0","M"
"2003-2004","0.0","0.0","0.0","0.0","0.0","19.3","13.6","0.0","0.0","0.0","0.0","0.0","M"
"2004-2005","0.0","0.0","0.0","0.0","0.0","M","M","0.0","2.0","0.0","0.0","0.0","M"
"2005-2006","M","0.0","0.0","0.0","0.0","10.0","0.0","1.0","0.4","0.0","0.0","0.0","M"
"2006-2007","0.0","0.0","0.0","0.0","M","M","M","M","M","0.0","0.0","0.0","M"
"2007-2008","0.0","0.0","0.0","0.0","0.0","17.5","M","M","0.0","0.0","0.0","0.0","M"
"2008-2009","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","M","0.1","0.0","0.0","M"
"2009-2010","0.0","0.0","0.0","0.0","0.0","9.0","0.0","M","0.0","0.0","0.0","0.0","M"
"2010-2011","0.0","0.0","0.0","0.0","M","2.2","T","7.3","3.6","T","0.0","0.0","M"
"2011-2012","0.0","0.0","0.0","0.0","4.5","2.0","14.5","8.0","9.7","0.3","0.0","0.0","39.0"
"2012-2013","0.0","0.0","0.0","4.5","5.5","24.5","4.0","T","7.8","1.0","0.0","0.0","M"
"2013-2014","0.0","0.0","0.0","0.0","1.3","0.5","5.8","20.5","4.5","M","0.0","0.0","M"
"2014-2015","0.0","0.0","0.0","0.0","5.0","8.5","8.0","T","T","2.0","0.0","0.0","23.5"
"2015-2016","0.0","0.0","0.0","0.0","1.0","36.1","26.0","1.5","M","T","0.0","0.0","M"
"2016-2017","M","0.0","0.0","0.0","1.0","M","13.7","19.5","M","M","M","0.0","M"
"2017-2018","M","0.0","M","0.0","M","M","M","M","9.0","0.0","M","M","M"
"2018-2019","M","M","M","M","M","M","M","M","M","0.0","0.0","0.0","M"
"2019-2020","0.0","0.0","M","0.0","M","M","M","M","M","M","M","M","M"
"2020-2021","M","M","M","M","M","M","M","M","M","M","M","M","M"
