"Year","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Season"
"1928-1929","0.0","0.0","0.0","0.0","0.9","8.0","18.9","2.8","2.0","2.8","0.0","0.0","35.4"
"1929-1930","0.0","0.0","0.0","0.0","0.0","2.5","10.8","2.6","T","0.0","0.0","0.0","15.9"
"1930-1931","0.0","0.0","0.0","0.6","5.4","8.6","5.8","2.6","0.5","T","0.0","0.0","23.5"
"1931-1932","0.0","0.0","0.0","0.0","13.9","18.4","20.4","8.3","12.5","0.0","0.0","0.0","73.5"
"1932-1933","0.0","0.0","0.0","0.0","0.3","9.9","15.7","9.8","2.0","3.8","T","0.0","41.5"
"1933-1934","0.0","0.0","0.0","2.6","2.5","2.8","1.3","0.3","0.0","T","0.0","0.0","9.5"
"1934-1935","0.0","0.0","0.0","T","1.0","7.9","20.6","1.5","0.6","T","T","0.0","31.6"
"1935-1936","0.0","0.0","0.0","0.3","2.3","2.7","11.3","21.2","2.1","0.0","0.0","0.0","39.9"
"1936-1937","0.0","0.0","0.0","0.0","T","9.5","36.0","16.5","0.6","T","0.0","0.0","62.6"
"1937-1938","0.0","0.0","0.0","0.0","2.8","13.5","6.2","21.1","3.6","0.0","T","0.0","47.2"
"1938-1939","0.0","0.0","0.0","0.0","1.2","9.2","6.0","26.3","14.3","T","0.0","0.0","57.0"
"1939-1940","0.0","0.0","0.0","1.0","0.0","3.9","6.2","10.9","T","T","0.0","0.0","22.0"
"1940-1941","0.0","0.0","0.0","0.0","7.9","1.0","8.1","2.0","0.0","0.0","0.0","0.0","19.0"
"1941-1942","0.0","0.0","0.0","0.0","1.8","6.8","4.9","7.9","1.3","T","T","0.0","22.7"
"1942-1943","0.0","0.0","0.0","0.0","7.2","10.6","17.7","9.0","1.5","0.0","T","0.0","46.0"
"1943-1944","0.0","0.0","0.0","T","T","0.8","2.4","10.1","2.0","T","T","T","15.3"
"1944-1945","0.0","0.0","0.0","0.0","3.9","4.4","1.7","0.9","M","1.0","0.0","0.0","M"
"1945-1946","0.0","0.0","0.0","T","6.2","8.8","6.3","5.2","4.2","0.1","0.0","0.0","30.8"
"1946-1947","0.0","0.0","0.0","T","16.1","5.0","6.3","0.2","1.0","T","0.0","0.0","28.6"
"1947-1948","0.0","0.0","0.0","0.0","5.8","11.9","8.5","12.0","1.0","0.3","T","0.0","39.5"
"1948-1949","0.0","0.0","0.0","T","8.0","33.2","6.4","13.6","4.0","T","0.0","T","65.2"
"1949-1950","0.0","0.0","0.0","0.4","3.2","13.8","56.9","11.2","7.7","0.1","0.2","0.0","93.5"
"1950-1951","0.0","0.0","0.0","0.0","11.5","8.0","29.2","10.6","12.4","0.0","0.0","0.0","71.7"
"1951-1952","0.0","0.0","0.0","1.2","0.7","39.4","24.2","8.0","6.1","0.0","T","T","79.6"
"1952-1953","0.0","0.0","0.0","0.0","T","25.6","10.5","4.9","3.5","T","T","T","44.5"
"1953-1954","0.0","T","0.0","0.0","1.1","4.8","46.5","3.9","0.1","T","0.0","T","56.4"
"1954-1955","0.0","0.0","0.0","0.0","T","7.8","15.6","16.0","5.1","0.6","T","0.0","45.1"
"1955-1956","T","0.0","0.0","T","24.7","18.5","18.9","13.5","7.6","T","0.0","0.0","83.2"
"1956-1957","0.0","0.0","0.0","0.7","1.5","7.3","20.8","10.5","6.4","1.4","0.0","0.0","48.6"
"1957-1958","0.0","0.0","0.0","6.1","2.0","10.8","7.4","0.7","1.9","T","0.0","0.0","28.9"
"1958-1959","0.0","0.0","0.0","0.0","8.6","8.4","22.4","20.6","3.1","T","T","0.0","63.1"
"1959-1960","0.0","0.0","0.0","0.0","10.7","6.5","8.3","3.5","9.0","0.6","T","0.0","38.6"
"1960-1961","0.0","0.0","0.0","0.0","2.5","8.6","7.8","7.8","6.7","0.1","0.0","0.0","33.5"
"1961-1962","0.0","0.0","0.0","T","8.9","26.2","12.2","4.5","15.3","T","0.0","0.0","67.1"
"1962-1963","0.0","0.0","0.0","0.0","4.4","0.5","8.7","2.7","1.2","0.5","T","0.0","18.0"
"1963-1964","0.0","0.0","0.0","0.0","0.4","19.6","26.3","5.2","5.2","6.6","0.0","0.0","63.3"
"1964-1965","0.0","0.0","0.0","T","15.2","42.0","20.1","2.3","2.0","0.1","0.0","0.0","81.7"
"1965-1966","0.0","0.0","0.0","T","6.3","15.4","13.9","1.6","7.2","T","T","0.0","44.4"
"1966-1967","0.0","0.0","0.0","T","0.9","9.0","6.5","3.1","6.4","0.8","3.5","0.0","30.2"
"1967-1968","0.0","0.0","0.0","T","4.8","12.7","11.8","0.4","T","T","T","0.0","29.7"
"1968-1969","0.0","0.0","0.0","0.0","1.2","19.8","48.7","5.4","2.0","0.4","0.0","0.0","77.5"
"1969-1970","0.0","0.0","0.0","0.0","T","10.4","19.4","2.8","6.9","0.3","0.1","0.0","39.9"
"1970-1971","0.0","0.0","0.0","T","6.8","12.0","6.1","5.5","1.5","T","0.0","0.0","31.9"
"1971-1972","0.0","0.0","0.0","3.1","4.0","34.2","17.2","5.9","2.5","0.2","0.0","0.0","67.1"
"1972-1973","0.0","0.0","0.0","0.8","T","4.7","6.5","3.5","0.5","T","T","0.0","16.0"
"1973-1974","0.0","0.0","0.0","0.8","23.6","9.1","15.0","4.4","2.5","0.4","0.4","0.0","56.2"
"1974-1975","0.0","0.0","0.0","0.0","0.3","16.6","30.9","28.5","7.6","5.1","T","0.0","89.0"
"1975-1976","0.0","0.0","0.0","3.9","11.4","6.9","15.3","6.3","4.6","0.4","0.0","0.0","48.8"
"1976-1977","0.0","0.0","0.0","0.0","0.1","4.2","6.8","2.5","2.7","T","T","0.0","16.3"
"1977-1978","0.0","0.0","0.0","0.0","11.2","30.3","19.1","6.6","2.2","T","T","0.0","69.4"
"1978-1979","0.0","0.0","0.0","0.0","15.4","14.8","16.5","10.6","3.4","T","T","0.0","60.7"
"1979-1980","0.0","0.0","0.0","0.0","3.9","10.4","16.6","5.9","1.1","0.4","0.0","0.0","38.3"
"1980-1981","0.0","0.0","0.0","0.0","1.2","6.8","2.6","3.3","T","T","0.3","0.0","14.2"
"1981-1982","0.0","0.0","0.0","T","0.8","13.0","23.3","2.2","2.1","6.0","T","0.0","47.4"
"1982-1983","0.0","0.0","0.0","T","5.4","17.4","8.1","5.5","T","0.2","T","0.0","36.6"
"1983-1984","0.0","0.0","0.0","0.0","5.7","24.8","5.3","8.0","1.9","1.3","0.8","0.0","47.8"
"1984-1985","0.0","0.0","0.0","1.1","12.0","24.7","4.6","14.8","9.6","T","T","0.0","66.8"
"1985-1986","0.0","0.0","0.0","0.4","23.7","8.3","14.7","13.8","T","0.2","T","0.0","61.1"
"1986-1987","0.0","0.0","0.0","0.0","5.0","7.9","11.7","1.1","T","T","T","0.0","25.7"
"1987-1988","0.0","0.0","0.0","0.0","1.5","20.3","9.1","1.2","1.6","T","T","0.0","33.7"
"1988-1989","0.0","0.0","0.0","0.0","10.9","16.3","10.5","19.0","9.4","T","T","0.0","66.1"
"1989-1990","0.0","0.0","0.0","T","5.2","1.1","10.3","18.0","2.6","3.5","T","0.0","40.7"
"1990-1991","0.0","0.0","0.0","0.0","1.2","14.3","15.9","1.1","9.5","0.2","0.0","0.0","42.2"
"1991-1992","0.0","0.0","T","0.8","4.9","2.4","9.0","1.4","0.0","T","0.0","0.0","18.5"
"1992-1993","0.0","0.0","0.0","0.0","11.1","40.2","18.8","15.1","2.1","T","T","T","87.3"
"1993-1994","0.0","0.0","0.0","T","3.7","6.4","0.9","8.2","0.5","T","0.0","T","19.7"
"1994-1995","0.0","0.0","0.0","0.8","13.7","6.3","3.9","4.4","0.7","T","0.0","0.0","29.8"
"1995-1996","0.0","0.0","0.0","M","M","M","22.7","M","M","0.0","0.0","0.0","M"
"1996-1997","0.0","0.0","0.0","0.0","18.4","42.7","6.4","6.3","5.9","0.8","0.0","0.0","80.5"
"1997-1998","0.0","0.0","0.0","0.0","M","6.4","8.5","1.6","1.8","T","0.0","0.0","M"
"1998-1999","0.0","0.0","0.0","T","0.8","11.2","8.7","14.7","3.8","2.7","0.6","0.0","42.5"
"1999-2000","0.0","0.0","0.0","0.0","2.1","9.7","21.3","6.7","1.1","T","0.3","0.0","41.2"
"2000-2001","0.0","0.0","0.0","T","10.9","15.1","9.6","8.3","2.2","2.5","0.0","0.0","48.6"
"2001-2002","0.0","0.0","0.0","0.7","12.5","21.9","9.6","6.7","11.7","T","0.9","0.0","64.0"
"2002-2003","0.0","0.0","0.0","T","0.0","11.3","6.8","0.4","2.0","0.7","T","T","21.2"
"2003-2004","0.0","0.0","0.0","0.0","15.4","7.2","20.3","8.7","2.7","T","0.4","0.0","54.7"
"2004-2005","0.0","0.0","0.0","T","1.5","6.5","14.9","T","2.9","T","T","0.0","25.8"
"2005-2006","0.0","0.0","0.0","0.0","7.4","4.4","9.4","3.8","4.1","T","0.0","0.0","29.1"
"2006-2007","0.0","0.0","0.0","T","8.4","5.3","11.9","9.6","0.1","T","0.3","0.0","35.6"
"2007-2008","0.0","0.0","0.0","T","2.9","20.1","40.0","9.0","15.8","4.8","0.0","T","92.6"
"2008-2009","0.0","0.0","0.0","0.0","1.5","61.5","17.6","3.7","9.5","3.9","0.0","T","97.7"
"2009-2010","0.0","0.0","0.0","T","4.7","6.7","1.4","0.9","T","0.7","T","0.0","14.4"
"2010-2011","0.0","0.0","0.0","0.0","25.9","17.4","7.0","14.3","3.3","1.1","0.0","0.0","69.0"
"2011-2012","0.0","0.0","0.0","0.0","6.6","2.4","11.8","9.4","5.5","1.1","0.0","T","36.8"
"2012-2013","0.0","0.0","0.0","T","5.9","18.1","14.2","4.4","0.9","T","0.0","0.0","43.5"
"2013-2014","0.0","0.0","0.0","T","3.1","3.7","7.1","17.9","5.8","T","0.0","0.0","37.6"
"2014-2015","0.0","0.0","0.0","0.0","0.5","3.7","10.4","1.1","0.9","1.0","0.0","0.0","17.6"
"2015-2016","0.0","0.0","0.0","0.0","1.5","24.1","6.7","1.3","0.6","T","0.0","T","34.2"
"2016-2017","0.0","0.0","0.0","0.0","3.3","19.0","13.5","19.8","5.4","0.5","T","0.0","61.5"
"2017-2018","0.0","0.0","T","T","7.2","17.1","8.1","12.0","4.9","T","0.0","0.0","49.3"
"2018-2019","0.0","0.0","0.0","0.0","2.6","12.1","5.2","29.9","3.8","0.0","0.0","0.0","53.6"
"2019-2020","0.0","0.0","3.3","3.6","0.6","10.5","19.1","3.8","6.4","0.6","0.0","0.0","47.9"
"2020-2021","0.0","0.0","0.0","7.5","9.5","17.8","3.5","11.8","T","T","0.0","0.0","50.1"
"2021-2022","0.0","0.0","0.0","T","2.0","17.7","11.0","6.0","T","2.1","T","0.0","38.8"
