"Year","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Season"
"1934-1935","0.0","0.0","0.0","0.0","0.0","0.1","8.6","0.0","T","0.0","0.0","0.0","8.7"
"1935-1936","0.0","0.0","0.0","T","0.0","0.0","T","0.6","T","T","0.0","0.0","0.6"
"1936-1937","0.0","0.0","0.0","0.0","0.0","0.0","7.4","6.5","0.0","0.0","0.0","0.0","13.9"
"1937-1938","0.0","0.0","0.0","0.0","0.0","3.0","2.0","T","0.1","0.0","0.0","0.0","5.1"
"1938-1939","0.0","0.0","0.0","0.0","T","0.0","0.0","6.5","0.0","M","0.0","0.0","M"
"1939-1940","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.3"
"1940-1941","0.0","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","0.0","0.0","T"
"1941-1942","0.0","0.0","0.0","0.0","0.0","T","0.5","0.0","T","0.0","0.0","0.0","0.5"
"1942-1943","0.0","0.0","0.0","0.0","0.0","0.2","14.5","T","T","0.0","0.0","0.0","14.7"
"1943-1944","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","T"
"1944-1945","0.0","0.0","0.0","0.0","0.0","T","0.0","T","0.0","1.0","0.0","0.0","1.0"
"1945-1946","0.0","0.0","0.0","0.0","2.0","T","0.0","0.0","T","0.0","0.0","0.0","2.0"
"1946-1947","0.0","0.0","0.0","0.0","6.5","T","12.7","0.0","0.0","0.0","0.0","0.0","19.2"
"1947-1948","0.0","0.0","0.0","0.0","0.0","0.0","1.2","1.7","0.7","0.5","M","0.0","M"
"1948-1949","0.0","0.0","0.0","0.0","T","T","12.3","25.4","0.0","T","0.0","0.0","37.7"
"1949-1950","0.0","0.0","0.0","T","0.0","T","45.4","0.5","T","0.0","0.0","0.0","45.9"
"1950-1951","0.0","0.0","0.0","0.0","T","0.0","0.5","1.5","18.9","T","0.0","0.0","20.9"
"1951-1952","0.0","0.0","0.0","0.0","0.0","1.5","6.8","5.3","0.0","T","0.0","0.0","13.6"
"1952-1953","0.0","0.0","0.0","0.0","0.0","0.0","0.0","T","T","T","0.0","0.0","T"
"1953-1954","0.0","0.0","0.0","0.0","0.0","T","12.3","0.0","0.3","T","0.0","0.0","12.6"
"1954-1955","0.0","0.0","0.0","T","T","2.0","0.0","2.0","0.8","T","0.0","0.0","4.8"
"1955-1956","0.0","0.0","0.0","0.0","6.0","6.5","1.5","5.0","2.0","0.0","0.0","0.0","21.0"
"1956-1957","0.0","0.0","0.0","0.0","0.0","T","4.5","4.0","0.0","0.0","0.0","0.0","8.5"
"1957-1958","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","T"
"1958-1959","0.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","6.0"
"1959-1960","0.0","0.0","0.0","0.0","0.0","0.0","8.3","0.0","6.0","0.0","0.0","0.0","14.3"
"1960-1961","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","T","T","0.0","0.0","1.0"
"1961-1962","0.0","0.0","0.0","0.0","0.0","1.0","M","5.5","T","0.0","0.0","0.0","M"
"1962-1963","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.0","0.0","0.0","0.0","0.0","2.5"
"1963-1964","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1964-1965","0.0","0.0","0.0","0.0","M","8.8","6.8","0.0","0.0","0.0","0.0","0.0","M"
"1965-1966","0.0","0.0","0.0","0.0","0.0","2.5","0.0","T","8.5","0.0","0.0","0.0","11.0"
"1966-1967","0.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","T","0.0","0.0","0.0","3.0"
"1967-1968","0.0","0.0","0.0","0.0","0.0","2.0","8.5","0.0","0.0","0.0","0.0","0.0","10.5"
"1968-1969","0.0","0.0","0.0","0.0","0.0","6.0","20.5","1.0","0.0","0.0","0.0","0.0","27.5"
"1969-1970","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","T","0.0","0.0","M"
"1970-1971","0.0","0.0","0.0","0.0","0.0","T","9.0","5.5","T","0.0","0.0","0.0","14.5"
"1971-1972","0.0","0.0","0.0","0.0","0.0","4.0","10.8","0.0","T","T","0.0","0.0","14.8"
"1972-1973","0.0","0.0","0.0","0.0","0.0","6.5","T","0.0","0.0","0.0","0.0","0.0","6.5"
"1973-1974","0.0","0.0","0.0","0.0","0.0","1.0","T","T","T","0.0","0.0","0.0","1.0"
"1974-1975","0.0","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","T","0.0","0.0","T"
"1975-1976","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"1976-1977","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1977-1978","0.0","0.0","0.0","0.0","1.5","T","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"1978-1979","0.0","0.0","0.0","0.0","M","M","T","0.0","0.0","0.0","0.0","0.0","M"
"1979-1980","0.0","0.0","0.0","0.0","0.0","0.0","11.0","10.0","0.0","0.0","0.0","0.0","21.0"
"1980-1981","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1981-1982","0.0","0.0","0.0","0.0","0.0","0.0","3.5","0.0","0.0","0.0","0.0","0.0","M"
"1982-1983","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","M","0.0","0.0","0.0","M"
"1983-1984","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"1984-1985","0.0","0.0","0.0","0.0","0.0","M","0.0","3.0","0.0","0.0","0.0","0.0","M"
"1985-1986","0.0","0.0","0.0","0.0","3.5","1.5","0.0","0.0","0.0","0.0","0.0","0.0","5.0"
"1986-1987","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1987-1988","0.0","0.0","0.0","0.0","0.0","T","0.0","0.0","0.0","0.0","0.0","0.0","T"
"1988-1989","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.8","0.0","0.0","0.0","6.8"
"1989-1990","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","M"
"1990-1991","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","0.0","M"
"1991-1992","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1992-1993","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"1993-1994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1994-1995","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1995-1996","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M"
"1996-1997","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","M"
"1997-1998","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1998-1999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1999-2000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2000-2001","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2001-2002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","M"
"2002-2003","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2003-2004","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","M","0.0","0.0","0.0","M"
"2004-2005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","M"
"2005-2006","0.0","0.0","0.0","0.0","0.0","1.5","0.0","0.0","T","0.0","0.0","0.0","1.5"
"2006-2007","0.0","0.0","0.0","0.0","0.0","0.0","0.1","T","0.0","0.0","0.0","0.0","0.1"
"2007-2008","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.5"
"2008-2009","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","M","0.0","M"
"2009-2010","0.0","0.0","0.0","0.0","0.0","0.0","M","0.0","0.0","0.0","0.0","0.0","M"
"2010-2011","0.0","0.0","0.0","0.0","0.0","0.0","M","M","M","M","M","M","M"
"2011-2012","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2012-2013","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2013-2014","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2014-2015","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2015-2016","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2016-2017","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2017-2018","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2018-2019","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2019-2020","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2020-2021","M","M","M","M","M","M","M","M","M","M","M","M","M"
