Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1964-1965,0,0,0,0,0,M,M,M,0,M,M,M,M,Clark
1965-1966,M,0,M,M,M,M,M,M,M,M,M,M,M,Clark
1966-1967,0,M,M,M,M,M,M,M,M,M,M,M,M,Clark
1967-1968,M,M,M,M,M,M,M,M,M,M,M,M,M,Clark
1968-1969,M,M,M,M,M,M,M,M,M,M,M,M,M,Clark
1969-1970,M,M,M,M,M,M,M,0,0,0,0,0,M,Clark
1970-1971,M,M,0,0,M,M,M,M,M,0,0,0,M,Clark
1971-1972,0,0,0,0,0,4.5,0.5,0,0,M,0,0,M,Clark
1972-1973,0,0,0,0,0,8.3,M,M,0,0,0,0,M,Clark
1973-1974,0,0,0,0,M,M,M,M,M,0,0,0,M,Clark
1974-1975,0,0,0,0,0,0,0.5,0.7,0,0,0,0,1.2,Clark
1975-1976,0,0,0,0,0.5,1.5,M,M,M,M,0,0,M,Clark
1976-1977,0,0,0,0,0,0,0.6,0,0,0,0,0,0.6,Clark
1977-1978,0,0,0,0,4.5,M,M,0,T,0,0,0,M,Clark
1978-1979,0,0,M,0,0.5,2.5,2.6,1,T,0,0,0,M,Clark
1979-1980,0,0,0,0,0,0,42,2.5,0,0,0,0,44.5,Clark
1980-1981,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
1981-1982,0,0,0,0,0,0,M,0,0,0,0,0,M,Clark
1982-1983,0,0,0,0,0,M,0,0,0,0,0,0,M,Clark
1983-1984,0,0,0,0,0,T,0,M,0,0,0,0,M,Clark
1984-1985,0,0,0,0,0,3,M,6.5,5,0,0,0,M,Clark
1985-1986,0,0,0,0,M,M,0,4.2,0,0,0,0,M,Clark
1986-1987,0,0,0,0,0,0,T,0,0,0,0,0,T,Clark
1987-1988,0,0,0,0,0,1.4,T,0.3,0,0,0,0,1.7,Clark
1988-1989,0,0,0,0,0,0,T,0,1.3,0,0,0,1.3,Clark
1989-1990,0,0,0,0,0,0,0,M,0,0,0,0,M,Clark
1990-1991,0,0,0,0,0,1.5,0.5,0,0,0,0,0,2,Clark
1991-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
1992-1993,0,0,0,0,0,M,T,M,0,0,0,0,M,Clark
1993-1994,0,0,0,0,T,0,0,2,0,0,0,0,2,Clark
1994-1995,0,0,0,0,0,0.2,T,0.3,0,0,0,0,0.5,Clark
1995-1996,0,M,0,0,0,0,6.6,0,0,0,0,0,M,Clark
1996-1997,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
1997-1998,0,0,0,0,0,0,M,0,0,0,0,0,M,Clark
1998-1999,0,0,0,0,0,M,0,T,0,0,0,0,M,Clark
1999-2000,0,0,0,0,0,0,1.5,0,0,0,0,0,1.5,Clark
2000-2001,0,0,0,0,0,T,0,0,0,0,0,0,T,Clark
2001-2002,0,0,0,0,0,0,T,0,0.5,0,0,0,0.5,Clark
2002-2003,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
2003-2004,0,0,0,0,0,1,8.5,0,0,0,0,0,9.5,Clark
2004-2005,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
2005-2006,0,0,M,0,0,T,0,0,0.1,0,M,0,M,Clark
2006-2007,0,0,0,0,0,0,M,0,0,0,0,0,M,Clark
2007-2008,0,0,0,0,0,0,0,0,T,0,0,0,T,Clark
2008-2009,0,0,0,0,0,11,0.5,T,0,0,0,0,11.5,Clark
2009-2010,0,0,0,0,0,3.5,0,0,0,0,0,0,3.5,Clark
2010-2011,0,0,0,0,0,0,M,M,M,M,M,M,M,Clark
2011-2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Clark
2012-2013,M,M,M,M,M,M,M,M,M,M,M,0,M,Clark
2013-2014,0,0,0,0,0,0,0,M,0,0,0,0,M,Clark
2014-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
2015-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
2016-2017,0,0,0,0,0,0,M,0,M,0,0,0,M,Clark
2017-2018,0,0,0,0,0,M,0,M,0,0,0,0,M,Clark
2018-2019,0,0,0,0,0,0,0,M,0,0,0,0,M,Clark
2019-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,Clark
2020-2021,0,0,0,0,0,0,0,M,0,0,0,0,M,Clark
2021-2022,0,0,0,0,0,M,0,0,0,0,0,0,M,Clark
