Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1972-1973,0,0,0,0.5,2.1,M,14.7,5,0,M,M,M,M,Okanogan
1973-1974,0,0,0,0,16.7,45.6,17,10,2.5,M,0,0,M,Okanogan
1974-1975,0,0,0,0,M,20.3,35.7,21.2,M,T,0,0,M,Okanogan
1975-1976,0,0,0,0,11.3,M,20.1,9.7,T,0,0,0,M,Okanogan
1976-1977,0,0,0,0,0,M,0.8,3.5,0,0,0,0,M,Okanogan
1977-1978,0,0,0,0,14,30,13.4,5.3,1.5,0,0,0,64.2,Okanogan
1978-1979,0,0,0,0,3.1,7.1,6.1,18,0,0,0,0,34.3,Okanogan
1979-1980,0,0,0,0,M,27.3,19.6,11.1,0,0,0,0,M,Okanogan
1980-1981,0,0,0,0,6.5,24.5,3,2,0,0,0,0,36,Okanogan
1981-1982,0,0,0,0,0.9,33.5,19.8,10.3,3,0,0,M,M,Okanogan
1982-1983,0,0,0,0,11.6,25.7,29.5,5,0,0,0,0,71.8,Okanogan
1983-1984,0,0,0,0,15,M,6.9,5,0,0,0,0,M,Okanogan
1984-1985,0,0,0,0,12.2,11,3.8,M,6,0,0,0,M,Okanogan
1985-1986,0,0,0,3.8,4.6,8.5,17.3,16.3,0,0,0,0,M,Okanogan
1986-1987,0,0,0,0,5.5,14.5,24,14,3.5,0,0,0,61.5,Okanogan
1987-1988,0,0,0,0,0,32.3,12.2,2,1.5,T,0,0,48,Okanogan
1988-1989,0,0,0,0,10,12.8,3.3,17.7,9.4,0,0,0,53.2,Okanogan
1989-1990,0,0,0,0,2,1,21.5,4,T,0,0,0,28.5,Okanogan
1990-1991,M,0,0,T,3.5,17.6,8,T,7.2,0,0,0,M,Okanogan
1991-1992,0,0,0,5.1,11.3,13,10,2,0,T,0,0,41.4,Okanogan
1992-1993,0,0,0,0,5.7,17.5,14.5,6,0.5,0,0,0,44.2,Okanogan
1993-1994,0,0,0,0,1.6,23.6,9.3,10.2,0.5,0,0,0,M,Okanogan
1994-1995,0,0,0,5.4,21,16.9,25.4,7.3,5.6,T,0,0,81.6,Okanogan
1995-1996,0,0,0,0,29,23.8,M,13.1,0.3,0,0,0,M,Okanogan
1996-1997,0,0,M,6,M,76.8,16.2,6.9,10.8,0,0,0,M,Okanogan
1997-1998,0,0,0,0.1,4.5,9.6,37,0.3,5,T,0,0,56.5,Okanogan
1998-1999,0,0,0,0,6.5,21.1,15.7,20.2,10.2,0,M,0,M,Okanogan
1999-2000,0,0,0,3,0.3,12.3,21.2,19,T,0,0,0,55.8,Okanogan
2000-2001,0,0,0,0,7.8,13.6,5.5,8.8,0.2,0,0,0,35.9,Okanogan
2001-2002,0,0,0,0,9.1,26.7,13.2,10.8,6.8,0,0,0,66.6,Okanogan
2002-2003,0,0,0,0,0,24.1,21.9,0,1.8,M,0,0,M,Okanogan
2003-2004,0,0,0,0,13.3,24.5,5.9,6.2,3.5,0,0,0,53.4,Okanogan
2004-2005,0,0,0,0,3.7,18.9,M,0,T,0,0,0,M,Okanogan
2005-2006,0,0,0,0,M,11.2,30.4,9.1,1,0,0,0,M,Okanogan
2006-2007,0,0,0,0,M,39.6,M,7.8,0,0,0,0,M,Okanogan
2007-2008,0,0,0,0,5,39,26.3,7.3,6,0,0,0,83.6,Okanogan
2008-2009,0,0,0,0,0.5,M,13.6,4.7,2.7,0.7,0,0,M,Okanogan
2009-2010,0,0,0,2.5,0.4,7.2,20.3,3.3,1.5,0.9,T,0,36.1,Okanogan
2010-2011,0,0,0,0,10.6,35.2,11.2,8.6,M,M,M,M,M,Okanogan
2011-2012,M,M,M,M,M,6,M,M,M,M,M,M,M,Okanogan
2012-2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2013-2014,0,M,M,0,0.5,4.7,6.3,41.6,M,M,M,M,M,Okanogan
2014-2015,0,M,0,M,M,M,M,M,M,M,M,M,M,Okanogan
2015-2016,M,M,M,M,M,M,31.3,M,M,0,0,0,M,Okanogan
2016-2017,M,0,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2017-2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2018-2019,M,M,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2019-2020,M,M,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2020-2021,M,M,M,M,M,M,M,M,M,M,M,M,M,Okanogan
2021-2022,M,M,0,0,1.4,28.9,33.4,7.6,0.1,0.2,0,0,M,Okanogan
