Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1932-1933,M,M,M,M,M,0.5,M,4.5,0,M,0,0,M,Whatcom
1933-1934,0,0,0,M,0,2,0,0,M,0,0,0,M,Whatcom
1934-1935,M,0,0,0,0,4,12,0,1,0,0,0,M,Whatcom
1935-1936,M,M,M,M,M,0,T,M,T,T,0,M,M,Whatcom
1936-1937,0,0,0,0,0,1.5,17.4,11,0,0,0,0,29.9,Whatcom
1937-1938,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
1938-1939,0,M,M,0,M,M,M,M,M,M,M,M,M,Whatcom
1939-1940,M,M,M,M,0,0,M,T,M,M,M,M,M,Whatcom
1940-1941,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
1941-1942,M,M,M,M,M,M,0.7,T,M,M,M,M,M,Whatcom
1942-1943,M,M,M,M,T,M,7.2,T,T,0,M,0,M,Whatcom
1943-1944,0,M,0,M,0,0,M,T,0,0,0,0,M,Whatcom
1944-1945,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
1945-1946,0,0,0,0,2,0,0.3,0,T,0,0,0,2.3,Whatcom
1946-1947,0,0,M,0,2,2.2,5.4,T,0,M,M,0,M,Whatcom
1947-1948,0,0,0,0,0,0,M,0.5,M,0,T,0,M,Whatcom
1948-1949,0,0,0,0,0,5,4,14,0,0,0,0,23,Whatcom
1949-1950,0,0,0,0,0,4.1,30.5,0,0,0,0,0,34.6,Whatcom
1950-1951,0,0,0,0,0,0,0,5,39,0,0,0,44,Whatcom
1951-1952,0,0,0,0,0,10,11,0,0,0,0,0,21,Whatcom
1952-1953,0,0,0,0,0,0,1,0,0,0,0,0,1,Whatcom
1953-1954,0,0,0,0,0,0,25,0,1,0,0,0,26,Whatcom
1954-1955,0,0,0,0,0,0,0,1,0,0,0,0,1,Whatcom
1955-1956,0,0,0,0,4,3,2,8,0,0,0,0,17,Whatcom
1956-1957,0,0,0,0,0,2,4,M,0,0,0,0,M,Whatcom
1957-1958,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
1958-1959,0,0,0,0,0,M,M,0,0,0,0,0,M,Whatcom
1959-1960,0,0,0,0,T,0,M,0,0,0,0,0,M,Whatcom
1960-1961,0,0,0,0,0,M,M,M,M,M,0,0,M,Whatcom
1961-1962,0,0,0,0,0,3,4,0,M,0,0,0,M,Whatcom
1962-1963,0,0,0,0,0,0,4,0,0,0,0,0,4,Whatcom
1963-1964,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
1964-1965,0,0,0,0,M,29.5,13.5,T,T,0,0,0,M,Whatcom
1965-1966,0,0,0,0,0,M,M,0,4,0,0,0,M,Whatcom
1966-1967,0,0,0,0,0,0.5,2,0,1.8,0,0,0,4.3,Whatcom
1967-1968,0,0,0,0,0,4.8,M,0,0,0,0,0,M,Whatcom
1968-1969,0,0,0,0,0,16,M,M,0,0,0,0,M,Whatcom
1969-1970,0,0,0,0,0,0,1.5,0,0,0,0,0,1.5,Whatcom
1970-1971,0,0,0,0,4,M,17.6,2,5,0,0,0,M,Whatcom
1971-1972,0,0,0,0,0,20.8,5.6,0.4,0.6,T,0,0,27.4,Whatcom
1972-1973,0,0,0,0,0,7.5,0.8,T,0,0,0,0,8.3,Whatcom
1973-1974,0,0,0,0,7,2,7,T,T,0,0,0,16,Whatcom
1974-1975,0,0,0,0,0,0,5.8,16,0,T,0,0,21.8,Whatcom
1975-1976,0,0,0,0,8,2,T,M,0,T,0,0,M,Whatcom
1976-1977,0,0,0,0,0,0,2.3,0,0.8,0,0,0,3.1,Whatcom
1977-1978,0,0,0,0,1.5,M,9,2,0,0,0,0,M,Whatcom
1978-1979,0,0,0,0,0.5,M,4,1.8,0,0,0,0,M,Whatcom
1979-1980,0,0,0,0,0,0,9,0.3,0,0,0,0,9.3,Whatcom
1980-1981,0,0,0,0,0,12.7,0,2,0,0,0,0,14.7,Whatcom
1981-1982,0,0,0,0,0,5.6,M,1,0,0,0,0,M,Whatcom
1982-1983,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
1983-1984,0,0,M,0,0,1.6,1,0,0,0,0,0,M,Whatcom
1984-1985,0,0,0,0,1.5,14,0,8.5,0,0,0,0,24,Whatcom
1985-1986,0,0,0,0,8.1,4,0,7,0,0,0,0,19.1,Whatcom
1986-1987,0,0,0,0,0.2,0,1.8,0.5,0,0,0,0,2.5,Whatcom
1987-1988,0,0,0,0,0,3,0.3,1.5,0,0,0,0,4.8,Whatcom
1988-1989,0,0,0,0,0,0.3,5,6.5,1,0,0,0,12.8,Whatcom
1989-1990,0,0,0,0,0,0,0.1,M,0,0,0,0,M,Whatcom
1990-1991,0,0,0,0,0,19,16.5,0,5,0,0,0,40.5,Whatcom
1991-1992,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,Whatcom
1992-1993,0,0,0,0,0,8.5,13,0.5,0,0,0,0,22,Whatcom
1993-1994,0,0,0,0,0,0,0,4,0,0,0,0,4,Whatcom
1994-1995,0,0,0,0,0,2,0,3.5,1,0,0,0,6.5,Whatcom
1995-1996,0,0,0,0,0,0,16.5,0.5,0,0,0,0,17,Whatcom
1996-1997,0,0,0,0,6,30,0,0,2,0,0,0,38,Whatcom
1997-1998,0,0,0,0,0,0,10.5,0,0,0,0,0,10.5,Whatcom
1998-1999,0,0,0,0,0,9,0,0.5,0,0,0,0,9.5,Whatcom
1999-2000,0,0,0,0,0,0,4.5,0,0,0,0,0,4.5,Whatcom
2000-2001,0,0,0,0,0,5,0,4,0,0,0,0,9,Whatcom
2001-2002,0,0,0,0,0,0,14.5,0,8.1,0,0,0,22.6,Whatcom
2002-2003,0,0,0,0,0,1,0,0,1,0,0,M,M,Whatcom
2003-2004,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2004-2005,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2005-2006,0,0,0,0,M,0,0,0,0,0,0,0,M,Whatcom
2006-2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
2007-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Whatcom
2008-2009,0,0,0,0,0,0,0,0,0,0,M,0,M,Whatcom
2009-2010,M,0,0,0,0,0,0,0,0,0,0,0,M,Whatcom
2010-2011,0,0,0,0,0,0,M,M,M,M,M,M,M,Whatcom
2011-2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2012-2013,M,M,M,M,M,M,M,M,M,0,M,M,M,Whatcom
2013-2014,0,0,0,0,M,M,M,M,M,M,M,M,M,Whatcom
2014-2015,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2015-2016,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2016-2017,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2017-2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2018-2019,M,M,M,M,M,M,M,M,M,M,M,M,M,Whatcom
2019-2020,M,M,M,M,M,M,M,M,M,M,M,0,M,Whatcom
