Year,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Season,County
1949-1950,0,0,0,T,0,T,35.5,3,0,0,0,0,38.5,Kitsap
1950-1951,0,0,0,0,0,0,0,0,M,0,0,0,M,Kitsap
1951-1952,0,0,0,0,0,M,M,M,M,T,0,0,M,Kitsap
1952-1953,0,0,0,0,0,0,T,0,T,0,0,0,T,Kitsap
1953-1954,0,0,0,0,0,0,16.2,0,T,T,T,0,16.2,Kitsap
1954-1955,0,T,0,0,0,0.2,T,0.8,1.4,T,T,0,2.4,Kitsap
1955-1956,0,0,0,0,8.3,14.5,0.8,M,3.4,0,0,0,M,Kitsap
1956-1957,0,0,0,0,T,2,8.3,2.8,T,0,0,0,13.1,Kitsap
1957-1958,0,0,0,0,0,0,0,0,T,0,0,0,T,Kitsap
1958-1959,0,0,0,0,T,0,T,M,0,0,0,0,M,Kitsap
1959-1960,0,0,0,0,0,0,1.5,0,M,0,0,0,M,Kitsap
1960-1961,0,0,0,0,0,0,0,0,M,0,0,0,M,Kitsap
1961-1962,0,0,0,0,T,3.8,T,T,0.5,0,0,0,M,Kitsap
1962-1963,0,0,0,0,0,0,T,0,0,0,0,0,T,Kitsap
1963-1964,0,0,0,0,0,0,0.3,0,T,0,0,0,0.3,Kitsap
1964-1965,0,0,0,0,0,M,11.3,0,T,T,0,0,M,Kitsap
1965-1966,0,0,0,0,0,M,M,T,T,0,0,0,M,Kitsap
1966-1967,0,0,0,0,0,0,5.4,0,T,0,0,0,5.4,Kitsap
1967-1968,0,0,0,0,0,9.1,7,0,0,0,0,0,16.1,Kitsap
1968-1969,M,M,0,M,0,10,32.5,3.5,0,0,0,0,M,Kitsap
1969-1970,0,0,0,0,0,0,M,0,0,0,0,0,M,Kitsap
1970-1971,0,M,0,0,4,1.1,M,M,8.3,0,0,0,M,Kitsap
1971-1972,0,0,0,0,0,13.3,M,3.3,0,0,0,0,M,Kitsap
1972-1973,0,0,0,0,0,2.5,2,0,0,0,M,0,M,Kitsap
1973-1974,0,0,0,0,T,0,2.5,T,0,0,0,0,2.5,Kitsap
1974-1975,0,0,0,0,0,4,T,T,0,T,0,0,4,Kitsap
1975-1976,0,0,0,0,2,0,M,M,M,0,0,0,M,Kitsap
1976-1977,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitsap
1977-1978,0,0,0,0,2.5,0.5,0,M,0,0,0,0,M,Kitsap
1978-1979,0,0,0,0,M,0,0,0,0,0,0,0,M,Kitsap
1979-1980,0,0,0,0,0,0,5.5,11.5,0,0,0,0,17,Kitsap
1980-1981,M,0,0,0,0,0,0,T,0,0,0,0,M,Kitsap
1981-1982,0,0,0,0,0,0,M,0,0,0,0,0,M,Kitsap
1982-1983,0,0,0,0,0,2,0,0,0,0,0,0,2,Kitsap
1983-1984,0,0,0,0,0,1.1,0,0,0,0,T,0,1.1,Kitsap
1984-1985,0,0,0,0,2,M,M,M,0,0,0,0,M,Kitsap
1985-1986,M,0,0,0,17.1,3,0,0.3,0,0,0,0,M,Kitsap
1986-1987,0,0,0,0,0,0,T,0,0,0,0,0,T,Kitsap
1987-1988,0,0,0,0,0,T,0,0,0,0,0,0,T,Kitsap
1988-1989,0,0,0,0,0,0,1.1,1,5.7,0,0,0,7.8,Kitsap
1989-1990,0,0,0,0,M,0,M,8.6,0,0,0,0,M,Kitsap
1990-1991,0,0,0,0,0,4.5,M,0,M,M,0,0,M,Kitsap
1991-1992,0,0,0,0,M,M,M,0,0,0,0,0,M,Kitsap
1992-1993,0,M,0,0,0,7.5,1.5,0,M,0,T,0,M,Kitsap
1993-1994,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,Kitsap
1994-1995,0,0,0,M,0,M,M,M,0,0,0,0,M,Kitsap
1995-1996,0,0,0,0,0,0,2.2,0,0,0,0,0,2.2,Kitsap
1996-1997,0,0,0,0,3.5,12,M,0,M,0,0,0,M,Kitsap
1997-1998,0,M,0,0,0,0,1,0,0,0,0,0,M,Kitsap
1998-1999,0,0,0,0,0,M,0,0,0,0,0,0,M,Kitsap
1999-2000,0,0,0,0,0,0,1,0,0,0,M,0,M,Kitsap
2000-2001,0,0,0,0,0,0,0,10,0,0,0,0,10,Kitsap
2001-2002,0,0,0,0,0,0,0,0,M,0,0,0,M,Kitsap
2002-2003,M,0,0,0,M,0,0,0,0,0,0,0,M,Kitsap
2003-2004,0,0,0,0,0,0,0,0,M,0,0,0,M,Kitsap
2004-2005,0,0,0,0,0,0,0,0,0,0,0,0,M,Kitsap
2005-2006,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitsap
2006-2007,0,0,0,0,2,2,0,0,0,0,0,0,M,Kitsap
2007-2008,0,0,0,0,0,0,1,0,0,0,0,0,1,Kitsap
2008-2009,0,0,0,0,0,M,4.1,1.1,2,0,M,M,M,Kitsap
2009-2010,0,0,0,0,0,0,0,0,0,0,0,0,M,Kitsap
2010-2011,0,0,0,M,2,0,M,M,M,M,M,M,M,Kitsap
2011-2012,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2012-2013,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2013-2014,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2014-2015,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2015-2016,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2016-2017,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2017-2018,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2018-2019,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2019-2020,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2020-2021,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
2021-2022,M,M,M,M,M,M,M,M,M,M,M,M,M,Kitsap
