"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1932","5.95","6.93","8.35","4.46","0.70","1.81","3.88","1.02","1.71","4.62","9.02","6.73","55.18"
"1933","9.56","5.35","4.80","0.42","3.42","1.55","1.00","0.94","4.58","12.87","5.75","12.85","63.09"
"1934","11.45","2.38","M","1.04","2.33","0.04","1.41","1.38","1.78","3.67","6.55","8.56","M"
"1935","M","2.66","4.87","1.33","0.28","0.88","1.47","1.18","2.17","3.70","2.80","4.00","M"
"1936","7.30","4.33","3.27","2.75","2.78","2.04","1.53","1.30","2.88","2.06","1.26","6.12","37.62"
"1937","1.50","5.01","3.15","5.12","1.71","4.91","M","M","1.69","5.54","7.53","M","M"
"1938","M","M","M","3.07","M","M","1.10","M","1.96","4.16","2.72","M","M"
"1939","7.00","M","M","M","M","2.08","M","M","M","M","5.79","6.36","M"
"1940","M","7.19","M","M","2.35","M","M","M","1.09","5.08","3.17","6.70","M"
"1941","3.62","4.10","2.61","1.48","2.89","1.29","0.61","2.68","5.25","4.33","4.49","5.18","38.53"
"1942","2.35","1.93","2.24","2.44","2.57","5.13","1.50","0.25","0.34","2.33","5.22","5.27","31.57"
"1943","1.58","3.64","1.61","3.86","2.46","1.01","1.78","2.03","1.27","5.88","2.00","4.61","31.73"
"1944","3.50","2.78","1.30","2.94","1.22","1.49","0.56","0.68","2.03","5.96","4.95","2.63","30.04"
"1945","6.09","3.02","3.09","3.21","2.37","1.48","0.46","0.99","3.27","6.31","8.67","3.39","42.35"
"1946","6.12","5.41","4.76","3.60","0.41","2.94","1.88","0.54","0.61","3.54","3.47","4.16","37.44"
"1947","6.08","5.08","4.79","3.43","1.39","2.44","1.45","0.52","1.60","6.12","4.60","8.53","46.03"
"1948","3.06","6.91","1.92","1.99","5.89","2.00","1.20","4.78","2.73","3.56","9.21","5.76","49.01"
"1949","1.02","5.50","2.91","1.44","0.98","1.54","1.19","1.18","1.80","3.48","5.66","8.80","35.50"
"1950","3.85","7.15","7.98","4.09","1.71","0.90","1.78","2.41","0.77","6.39","4.63","7.85","49.51"
"1951","9.16","7.10","4.71","1.17","2.39","0.36","T","0.74","2.40","5.02","4.45","5.26","42.76"
"1952","2.89","2.57","2.70","2.13","1.65","2.59","0.64","0.46","1.02","1.92","0.91","5.28","24.76"
"1953","11.69","2.40","2.63","2.45","1.27","2.71","1.53","0.68","3.10","3.23","7.90","7.93","47.52"
"1954","5.89","3.96","1.50","2.51","1.56","1.77","1.60","2.59","2.46","1.29","10.00","3.64","38.77"
"1955","2.97","3.56","2.83","2.68","2.11","1.92","1.75","0.39","1.46","4.98","9.35","5.30","39.30"
"1956","5.42","3.01","3.37","0.37","1.04","3.90","0.32","1.61","4.37","6.65","2.69","7.22","39.97"
"1957","2.78","3.59","4.53","2.53","0.84","2.14","1.99","1.17","0.79","2.68","4.30","5.57","32.91"
"1958","5.87","3.95","1.15","2.03","2.11","0.61","0.00","0.93","1.41","3.95","6.08","5.68","33.77"
"1959","6.92","4.18","3.69","4.02","2.50","2.12","0.51","0.51","4.26","3.47","6.28","4.43","42.89"
"1960","6.41","3.52","3.38","2.50","3.73","0.87","T","3.33","1.41","4.90","4.44","4.56","39.05"
"1961","5.82","8.53","4.64","2.54","3.11","0.72","1.16","1.18","1.57","4.66","3.63","6.92","44.48"
"1962","4.86","2.03","3.04","3.35","1.95","1.23","0.33","4.65","2.36","3.45","5.24","5.58","38.07"
"1963","1.79","4.66","2.53","2.94","1.48","1.14","2.13","1.05","1.02","5.27","7.22","10.01","41.24"
"1964","6.62","2.57","4.75","1.75","2.42","3.31","1.86","2.11","4.44","1.56","5.37","5.17","41.93"
"1965","6.83","9.38","0.93","2.66","2.65","0.62","0.12","M","1.03","3.98","6.99","5.59","M"
"1966","5.71","2.13","4.06","1.94","1.83","1.73","3.33","1.04","3.12","5.17","4.59","9.25","43.90"
"1967","10.29","4.10","4.22","2.80","1.94","0.84","0.46","0.32","2.01","11.36","4.60","7.13","50.07"
"1968","6.52","4.65","6.51","2.11","1.32","2.62","0.80","2.79","2.62","6.18","5.36","6.74","48.22"
"1969","4.95","1.51","3.18","5.01","1.56","0.91","0.41","1.27","5.30","3.00","3.31","4.29","34.70"
"1970","5.04","2.31","1.19","4.07","1.70","1.25","1.95","0.20","2.92","2.06","5.09","5.31","33.09"
"1971","8.05","4.44","5.42","1.40","1.62","4.13","1.20","0.32","2.76","3.66","8.13","7.05","48.18"
"1972","3.81","7.01","6.52","4.09","1.12","1.98","2.80","0.68","2.65","1.67","3.75","8.07","44.15"
"1973","3.49","2.85","2.19","0.70","2.10","2.35","0.72","0.66","M","4.59","6.94","6.41","M"
"1974","6.25","4.64","3.88","3.30","3.65","1.21","2.55","0.13","0.76","1.74","6.58","7.68","42.37"
"1975","7.11","5.25","3.03","1.15","1.87","0.77","0.73","5.07","0.16","8.84","7.38","9.15","50.51"
"1976","7.84","5.42","2.22","3.04","2.41","1.71","1.47","2.64","M","2.85","2.10","4.60","M"
"1977","3.62","2.09","4.58","2.20","2.23","1.07","1.10","3.09","3.31","3.45","6.98","6.31","40.03"
"1978","3.78","3.80","3.35","3.64","2.56","1.98","0.43","3.49","3.96","1.50","5.37","3.00","36.86"
"1979","1.89","4.93","2.07","1.82","0.95","1.43","1.02","0.66","M","3.72","2.27","9.13","M"
"1980","2.61","5.93","2.86","2.32","1.79","4.44","2.07","0.97","2.56","2.28","9.72","7.33","44.88"
"1981","2.00","4.95","3.71","4.56","2.50","5.44","2.32","0.64","M","M","5.79","6.48","M"
"1982","8.53","8.90","2.38","2.36","0.82","0.96","2.27","1.27","1.43","M","5.30","5.50","M"
"1983","6.52","5.31","3.66","2.89","1.78","2.23","3.28","1.43","4.01","3.07","8.61","3.09","45.88"
"1984","8.31","4.65","3.82","2.34","5.42","2.74","0.33","0.81","M","2.78","7.89","4.45","M"
"1985","1.10","3.11","3.16","2.51","2.55","1.41","0.05","0.73","2.09","7.34","4.36","1.26","29.67"
"1986","6.72","5.05","4.27","3.58","3.68","1.43","1.64","0.00","2.02","1.90","6.49","3.29","40.07"
"1987","4.61","2.46","4.65","3.02","3.74","0.46","1.39","0.52","0.35","1.09","2.95","5.98","31.22"
"1988","3.25","2.54","4.45","3.56","4.07","1.35","0.98","0.99","3.47","4.88","6.37","6.37","42.28"
"1989","6.71","2.30","4.76","2.09","3.41","1.26","0.91","5.23","0.53","3.43","10.31","4.12","45.06"
"1990","6.25","6.30","2.87","3.05","1.63","3.49","0.51","1.55","1.15","5.24","10.46","7.21","49.71"
"1991","5.24","3.43","2.69","3.91","2.26","1.53","1.03","4.78","0.29","1.77","7.21","3.28","37.42"
"1992","8.47","3.33","1.27","4.26","0.49","2.27","1.68","1.11","2.53","2.65","6.01","3.51","37.58"
"1993","4.47","0.14","3.84","4.63","3.50","3.78","2.26","0.62","0.33","2.74","2.31","4.86","33.48"
"1994","2.94","3.73","2.89","2.37","0.86","1.32","0.88","0.28","2.26","3.41","5.31","6.33","32.58"
"1995","4.59","4.55","3.04","2.48","0.99","2.00","2.86","2.83","0.79","5.71","10.65","6.44","46.93"
"1996","5.71","4.23","2.24","5.70","4.13","0.64","0.83","0.71","2.84","7.11","6.76","7.78","48.68"
"1997","8.33","3.51","6.96","3.97","4.82","2.72","3.32","1.87","2.76","4.99","4.80","4.65","52.70"
"1998","5.91","1.72","3.87","1.06","3.45","1.00","1.28","0.10","1.64","3.54","9.11","8.36","41.04"
"1999","7.63","6.42","3.68","1.89","2.51","4.32","1.39","1.70","0.38","4.74","5.71","7.79","48.16"
"2000","3.79","3.41","3.82","1.54","4.50","2.65","1.42","0.48","2.76","2.97","3.07","4.22","34.63"
"2001","3.75","1.05","4.12","2.98","1.62","2.65","0.75","1.96","1.76","4.53","5.06","6.51","36.74"
"2002","6.14","4.17","2.24","3.02","2.26","1.95","0.53","0.33","1.27","0.48","5.00","4.21","31.60"
"2003","6.05","1.33","4.17","4.16","2.51","M","M","M","M","M","M","M","M"
"2004","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2005","M","M","M","M","M","M","1.12","0.68","1.78","4.91","4.50","4.33","M"
"2006","9.88","1.84","1.88","2.78","1.29","1.25","0.32","0.27","1.65","2.38","10.90","4.99","39.43"
"2007","7.27","4.50","9.39","2.06","1.38","2.15","1.92","0.59","1.55","4.76","2.96","8.07","46.60"
"2008","5.14","3.31","3.07","1.17","2.42","3.33","0.50","3.02","0.83","2.97","7.23","M","M"
"2009","5.01","2.13","3.18","1.45","2.93","0.43","0.80","1.14","2.15","4.97","M","2.04","M"
"2010","5.24","M","4.49","2.24","3.26","M","M","0.50","6.85","2.86","M","6.49","M"
"2011","8.34","2.54","4.47","4.14","3.53","M","2.29","0.65","2.73","2.67","5.22","2.63","M"
"2012","4.41","4.28","5.49","3.63","2.15","3.26","1.48","0.39","0.17","8.45","6.26","7.17","47.14"
"2013","5.61","3.55","3.67","4.65","3.13","2.18","0.06","0.69","3.63","1.72","5.77","2.89","37.55"
"2014","3.84","3.54","7.56","3.09","7.00","1.48","0.88","0.58","2.77","7.97","5.75","5.20","49.66"
"2015","6.63","3.35","7.00","1.75","0.10","0.64","0.71","2.20","1.84","4.54","4.15","7.62","40.53"
"2016","4.72","6.12","4.78","1.45","0.90","1.33","1.02","0.82","2.78","7.52","8.69","5.15","45.28"
"2017","2.44","3.96","8.78","4.08","3.54","1.64","0.47","0.17","1.90","M","M","7.46","M"
"2018","8.08","M","4.23","4.51","0.29","1.08","0.35","M","M","M","6.60","M","M"
"2019","4.86","2.35","1.40","5.06","1.54","0.82","1.48","0.70","5.24","4.73","3.46","6.06","37.70"
"2020","16.45","5.38","3.30","0.98","3.72","1.85","1.05","1.46","2.05","4.26","7.44","10.09","58.03"
"2021","6.62","3.12","2.11","1.07","1.47","1.19","0.00","1.50","5.98","5.06","15.95","6.16","50.23"
"2022","6.77","2.50","5.91","2.84","4.33","3.19","0.43","0.20","0.19","M","M","M","M"
